test_loss,i_set,dataset,test_acc,train_acc,train_loss
32.585384368896484,2,detailed,78.76823425292969,88.63855743408203,0.49455687403678894
0.9834104180335999,2,detailed,82.00972747802734,77.05181884765625,42.8198127746582
0.8356133103370667,2,detailed,85.41329193115234,82.5555191040039,1.1199783086776733
0.9283093810081482,2,detailed,83.46839904785156,87.51206970214844,0.5700405836105347
0.8047975897789001,2,detailed,86.38573455810547,86.28902435302734,0.6322139501571655
0.6713202595710754,2,detailed,87.84440612792969,87.7695541381836,0.5472594499588013
0.5744821429252625,2,detailed,89.14100646972656,89.05696868896484,0.4653692841529846
0.5418335199356079,2,detailed,88.97892761230469,89.50756072998047,0.42572644352912903
0.5476327538490295,2,detailed,87.19611358642578,89.37882232666016,0.4397095739841461
0.549786388874054,2,detailed,86.70988464355469,88.41326141357422,0.47327739000320435
0.5404617786407471,2,detailed,87.68233489990234,88.41326141357422,0.47896862030029297
0.5446316003799438,2,detailed,89.3030776977539,88.76729583740234,0.4516841173171997
0.5794326663017273,2,detailed,88.97892761230469,89.70067596435547,0.423871248960495
0.6271843910217285,2,detailed,88.49270629882812,89.66848754882812,0.42139819264411926
0.646569013595581,2,detailed,88.33063507080078,89.50756072998047,0.43852367997169495
0.6245390176773071,2,detailed,88.49270629882812,89.44319152832031,0.4470805823802948
0.5835132598876953,2,detailed,88.97892761230469,89.50756072998047,0.43495887517929077
0.5494824647903442,2,detailed,89.3030776977539,89.79723358154297,0.4172685444355011
0.535343587398529,2,detailed,89.3030776977539,89.60411834716797,0.4116876721382141
0.5330005288124084,2,detailed,88.33063507080078,89.79723358154297,0.4190249443054199
0.5341594219207764,2,detailed,89.62722778320312,89.47537994384766,0.4218505322933197
0.5454621911048889,2,detailed,89.3030776977539,89.89379119873047,0.4134325385093689
0.5687716007232666,2,detailed,88.97892761230469,89.82941436767578,0.40451711416244507
0.5874016284942627,2,detailed,88.65477752685547,89.99034118652344,0.40445175766944885
0.583091676235199,2,detailed,88.49270629882812,90.18345642089844,0.40821167826652527
0.5616862773895264,2,detailed,88.97892761230469,90.1512680053711,0.40473446249961853
0.5413060784339905,2,detailed,89.3030776977539,89.99034118652344,0.39679354429244995
0.5310524702072144,2,detailed,88.81685638427734,89.99034118652344,0.3933815360069275
0.5291595458984375,2,detailed,89.3030776977539,90.1512680053711,0.3945327401161194
0.5342963933944702,2,detailed,88.65477752685547,90.21564483642578,0.39242294430732727
0.5483056902885437,2,detailed,89.14100646972656,90.21564483642578,0.38520291447639465
0.564239501953125,2,detailed,88.97892761230469,90.5374984741211,0.3801664710044861
0.5634381771087646,2,detailed,88.97892761230469,90.4731216430664,0.3793972134590149
0.5453195571899414,2,detailed,88.81685638427734,90.4731216430664,0.3753991723060608
0.5285148024559021,2,detailed,88.49270629882812,90.5696792602539,0.3685270845890045
0.5222916007041931,2,detailed,88.65477752685547,90.7627944946289,0.3657039403915405
0.5265274047851562,2,detailed,88.65477752685547,90.89153289794922,0.3628174960613251
0.5406816601753235,2,detailed,88.33063507080078,90.98809051513672,0.3553849160671234
0.5492270588874817,2,detailed,88.49270629882812,90.89153289794922,0.34976649284362793
0.5360939502716064,2,detailed,88.65477752685547,91.18120574951172,0.3463699221611023
0.5173138976097107,2,detailed,88.81685638427734,91.27776336669922,0.3389568328857422
0.5102551579475403,2,detailed,88.65477752685547,91.24557495117188,0.3334280848503113
0.5155108571052551,2,detailed,88.97892761230469,91.50305938720703,0.32845965027809143
0.5253199934959412,2,detailed,89.14100646972656,91.72835540771484,0.3207601010799408
0.5190523862838745,2,detailed,89.3030776977539,91.6961669921875,0.31527867913246155
0.5015171766281128,2,detailed,89.3030776977539,91.95365142822266,0.3085877299308777
0.4930500090122223,2,detailed,88.97892761230469,92.17894744873047,0.30187076330184937
0.4957791566848755,2,detailed,89.14100646972656,92.50080108642578,0.29577672481536865
0.49990296363830566,2,detailed,88.81685638427734,92.56517791748047,0.28814181685447693
0.4896145761013031,2,detailed,88.97892761230469,92.72610473632812,0.28242170810699463
0.47834354639053345,2,detailed,88.97892761230469,92.8226547241211,0.2750822603702545
0.4782407581806183,2,detailed,88.97892761230469,92.9192123413086,0.26885971426963806
0.4836589992046356,2,detailed,89.14100646972656,93.1123275756836,0.2616392970085144
0.47627827525138855,2,detailed,88.65477752685547,93.17669677734375,0.25564104318618774
0.4679589569568634,2,detailed,89.14100646972656,93.36981201171875,0.2484745979309082
0.4703352153301239,2,detailed,88.97892761230469,93.36981201171875,0.24239321053028107
0.46942490339279175,2,detailed,89.14100646972656,93.59510803222656,0.23508460819721222
0.4599733054637909,2,detailed,89.789306640625,93.5307388305664,0.2286720722913742
0.4591522514820099,2,detailed,89.789306640625,93.65947723388672,0.2220347374677658
0.46001750230789185,2,detailed,89.62722778320312,93.88477325439453,0.21498830616474152
0.4500751197338104,2,detailed,89.95137786865234,93.85259246826172,0.20878596603870392
0.4474872052669525,2,detailed,89.789306640625,94.07788848876953,0.20209376513957977
0.4452388882637024,2,detailed,89.95137786865234,94.04570007324219,0.19540859758853912
0.4354187548160553,2,detailed,90.11344909667969,94.07788848876953,0.18946897983551025
0.4346640706062317,2,detailed,90.11344909667969,94.27100372314453,0.18363185226917267
0.425955593585968,2,detailed,90.4375991821289,94.43193054199219,0.1774042695760727
0.420061856508255,2,detailed,90.4375991821289,94.59285736083984,0.1712564378976822
0.4196527898311615,2,detailed,90.11344909667969,94.78596496582031,0.1656535416841507
0.4111841022968292,2,detailed,90.4375991821289,94.94689178466797,0.16040681302547455
0.4143613278865814,2,detailed,90.11344909667969,95.01126861572266,0.15523667633533478
0.4044308662414551,2,detailed,90.27552795410156,95.23656463623047,0.14990709722042084
0.40701940655708313,2,detailed,90.11344909667969,95.55841827392578,0.14444215595722198
0.4023056626319885,2,detailed,90.27552795410156,95.81590270996094,0.13880285620689392
0.4032318592071533,2,detailed,90.27552795410156,95.8802719116211,0.13336364924907684
0.4024423062801361,2,detailed,89.95137786865234,96.26649475097656,0.12831763923168182
0.4033600389957428,2,detailed,90.4375991821289,96.36305236816406,0.12327524274587631
0.4019804894924164,2,detailed,90.4375991821289,96.52397918701172,0.11840999126434326
0.40416666865348816,2,detailed,90.4375991821289,96.58834838867188,0.11365331709384918
0.4003467559814453,2,detailed,90.4375991821289,96.71708679199219,0.10913136601448059
0.41778790950775146,2,detailed,90.76174926757812,96.65271759033203,0.10567625612020493
0.4150574505329132,2,detailed,89.95137786865234,97.26424407958984,0.10694318264722824
0.42892539501190186,2,detailed,90.27552795410156,96.13775634765625,0.11786866188049316
0.40620890259742737,2,detailed,90.76174926757812,97.32861328125,0.10570261627435684
0.4083443284034729,2,detailed,90.11344909667969,97.58609771728516,0.09119638800621033
