dataset,i_set,test_loss,train_loss,test_acc,train_acc
systemic,1,0.25620609521865845,0.39944249391555786,95.6293716430664,91.46170043945312
systemic,1,0.2560157775878906,0.39907920360565186,95.6293716430664,91.46170043945312
systemic,1,0.2558276355266571,0.39872440695762634,95.6293716430664,91.46170043945312
systemic,1,0.25564005970954895,0.39837589859962463,95.6293716430664,91.46170043945312
systemic,1,0.25545236468315125,0.3980320394039154,95.6293716430664,91.39142608642578
systemic,1,0.2552641034126282,0.39769166707992554,95.6293716430664,91.32115173339844
systemic,1,0.25507497787475586,0.3973538875579834,95.6293716430664,91.28601837158203
systemic,1,0.2548847198486328,0.3970179855823517,95.6293716430664,91.28601837158203
systemic,1,0.25469326972961426,0.39668354392051697,95.6293716430664,91.28601837158203
systemic,1,0.2545005679130554,0.3963502049446106,95.6293716430664,91.28601837158203
systemic,1,0.25430676341056824,0.39601776003837585,95.6293716430664,91.28601837158203
systemic,1,0.2541118860244751,0.3956860303878784,95.6293716430664,91.28601837158203
systemic,1,0.2539161443710327,0.3953549861907959,95.6293716430664,91.2508773803711
systemic,1,0.2537197172641754,0.3950245678424835,95.6293716430664,91.2508773803711
systemic,1,0.25352272391319275,0.39469483494758606,95.6293716430664,91.2508773803711
systemic,1,0.2533254623413086,0.3943658173084259,95.6293716430664,91.2508773803711
systemic,1,0.2531280815601349,0.3940374553203583,95.6293716430664,91.2508773803711
systemic,1,0.25293073058128357,0.3937099575996399,95.6293716430664,91.2508773803711
systemic,1,0.2527337074279785,0.3933832347393036,95.6293716430664,91.21574401855469
systemic,1,0.2525370419025421,0.3930574357509613,95.6293716430664,91.2508773803711
systemic,1,0.2523409426212311,0.39273250102996826,95.6293716430664,91.2508773803711
systemic,1,0.25214558839797974,0.3924085199832916,95.6293716430664,91.2508773803711
systemic,1,0.25195103883743286,0.3920854330062866,95.6293716430664,91.35629272460938
systemic,1,0.2517573833465576,0.391763299703598,95.6293716430664,91.39142608642578
systemic,1,0.2515646517276764,0.3914421498775482,95.6293716430664,91.42656707763672
systemic,1,0.2513730227947235,0.39112189412117004,95.6293716430664,91.46170043945312
systemic,1,0.2511824071407318,0.3908025324344635,95.6293716430664,91.49684143066406
systemic,1,0.25099286437034607,0.39048412442207336,95.6293716430664,91.53197479248047
systemic,1,0.2508043944835663,0.3901665508747101,95.6293716430664,91.56710815429688
systemic,1,0.25061699748039246,0.3898499011993408,95.6293716430664,91.56710815429688
systemic,1,0.250430703163147,0.3895340859889984,95.6293716430664,91.56710815429688
systemic,1,0.25024548172950745,0.38921913504600525,95.6293716430664,91.53197479248047
systemic,1,0.2500612139701843,0.38890501856803894,95.6293716430664,91.53197479248047
systemic,1,0.24987798929214478,0.38859182596206665,95.6293716430664,91.49684143066406
systemic,1,0.24969565868377686,0.3882794976234436,95.6293716430664,91.49684143066406
systemic,1,0.24951425194740295,0.3879680037498474,95.6293716430664,91.49684143066406
systemic,1,0.2493336945772171,0.38765740394592285,95.6293716430664,91.49684143066406
systemic,1,0.24915391206741333,0.38734766840934753,95.6293716430664,91.49684143066406
systemic,1,0.24897490441799164,0.38703882694244385,95.6293716430664,91.49684143066406
systemic,1,0.24879659712314606,0.3867308497428894,95.6293716430664,91.49684143066406
systemic,1,0.2486189752817154,0.386423796415329,95.6293716430664,91.49684143066406
systemic,1,0.24844196438789368,0.3861176073551178,95.6293716430664,91.49684143066406
systemic,1,0.24826554954051971,0.38581225275993347,95.6293716430664,91.49684143066406
systemic,1,0.24808968603610992,0.38550782203674316,95.6293716430664,91.49684143066406
systemic,1,0.2479144036769867,0.3852042555809021,95.6293716430664,91.49684143066406
systemic,1,0.24773961305618286,0.3849015533924103,95.6293716430664,91.49684143066406
systemic,1,0.247565358877182,0.3845997154712677,95.6293716430664,91.49684143066406
systemic,1,0.24739162623882294,0.384298712015152,95.6293716430664,91.49684143066406
systemic,1,0.24721838533878326,0.3839985728263855,95.6293716430664,91.49684143066406
systemic,1,0.24704569578170776,0.3836992681026459,95.6293716430664,91.49684143066406
systemic,1,0.24687354266643524,0.3834007978439331,95.6293716430664,91.49684143066406
systemic,1,0.24670195579528809,0.3831031918525696,95.6293716430664,91.53197479248047
systemic,1,0.2465309351682663,0.3828063905239105,95.6293716430664,91.53197479248047
systemic,1,0.24636049568653107,0.38251039385795593,95.6293716430664,91.53197479248047
systemic,1,0.24619068205356598,0.382215291261673,95.6293716430664,91.53197479248047
systemic,1,0.24602147936820984,0.3819209933280945,95.6293716430664,91.53197479248047
systemic,1,0.24585291743278503,0.38162750005722046,95.6293716430664,91.49684143066406
systemic,1,0.24568504095077515,0.3813347816467285,95.6293716430664,91.49684143066406
systemic,1,0.2455177903175354,0.3810428977012634,95.6293716430664,91.49684143066406
systemic,1,0.24535124003887177,0.3807518184185028,95.6293716430664,91.49684143066406
systemic,1,0.24518536031246185,0.38046154379844666,95.6293716430664,91.53197479248047
systemic,1,0.24502018094062805,0.3801720440387726,95.6293716430664,91.53197479248047
systemic,1,0.24485565721988678,0.37988337874412537,95.6293716430664,91.53197479248047
systemic,1,0.24469180405139923,0.37959548830986023,95.6293716430664,91.49684143066406
systemic,1,0.2445286512374878,0.3793083429336548,95.6293716430664,91.49684143066406
systemic,1,0.2443661391735077,0.3790220022201538,95.6293716430664,91.53197479248047
systemic,1,0.24420428276062012,0.3787364065647125,95.6293716430664,91.53197479248047
systemic,1,0.24404306709766388,0.3784516155719757,95.45454406738281,91.53197479248047
systemic,1,0.24388247728347778,0.3781675100326538,95.45454406738281,91.53197479248047
systemic,1,0.24372252821922302,0.37788423895835876,95.45454406738281,91.53197479248047
systemic,1,0.24356316030025482,0.3776017129421234,95.45454406738281,91.53197479248047
systemic,1,0.24340440332889557,0.37731993198394775,95.45454406738281,91.60224914550781
systemic,1,0.24324621260166168,0.3770388960838318,95.45454406738281,91.60224914550781
systemic,1,0.24308861792087555,0.3767586350440979,95.45454406738281,91.60224914550781
systemic,1,0.2429315447807312,0.37647905945777893,95.45454406738281,91.56710815429688
systemic,1,0.2427750676870346,0.37620022892951965,95.27971649169922,91.56710815429688
systemic,1,0.242619127035141,0.37592217326164246,95.27971649169922,91.56710815429688
systemic,1,0.24246372282505035,0.3756448030471802,95.45454406738281,91.56710815429688
systemic,1,0.2423088550567627,0.3753681778907776,95.45454406738281,91.56710815429688
systemic,1,0.2421545535326004,0.3750922381877899,95.45454406738281,91.56710815429688
systemic,1,0.2420007586479187,0.37481704354286194,95.45454406738281,91.56710815429688
systemic,1,0.24184753000736237,0.37454259395599365,95.45454406738281,91.56710815429688
systemic,1,0.24169480800628662,0.3742687702178955,95.45454406738281,91.56710815429688
systemic,1,0.24154265224933624,0.37399569153785706,95.45454406738281,91.60224914550781
systemic,1,0.24139103293418884,0.3737232983112335,95.27971649169922,91.60224914550781
systemic,1,0.24123995006084442,0.3734516203403473,95.27971649169922,91.60224914550781
systemic,1,0.24108943343162537,0.373180627822876,95.27971649169922,91.60224914550781
systemic,1,0.2409394532442093,0.3729102909564972,95.27971649169922,91.60224914550781
systemic,1,0.24079002439975739,0.3726406991481781,95.27971649169922,91.60224914550781
systemic,1,0.24064111709594727,0.37237173318862915,95.27971649169922,91.60224914550781
systemic,1,0.2404927909374237,0.3721034824848175,95.27971649169922,91.60224914550781
systemic,1,0.24034500122070312,0.3718358874320984,95.27971649169922,91.60224914550781
systemic,1,0.24019774794578552,0.3715689480304718,95.27971649169922,91.60224914550781
systemic,1,0.2400510460138321,0.3713027238845825,95.27971649169922,91.60224914550781
systemic,1,0.23990491032600403,0.371037095785141,95.27971649169922,91.60224914550781
systemic,1,0.23975929617881775,0.3707721531391144,95.27971649169922,91.63738250732422
systemic,1,0.23961421847343445,0.3705078661441803,95.27971649169922,91.63738250732422
systemic,1,0.23946966230869293,0.37024423480033875,95.27971649169922,91.63738250732422
systemic,1,0.2393256276845932,0.3699812591075897,95.45454406738281,91.63738250732422
systemic,1,0.23918212950229645,0.36971884965896606,95.45454406738281,91.63738250732422
systemic,1,0.23903913795948029,0.3694571554660797,95.45454406738281,91.63738250732422
systemic,1,0.2388966828584671,0.3691960871219635,95.45454406738281,91.63738250732422
systemic,1,0.23875470459461212,0.36893564462661743,95.45454406738281,91.63738250732422
systemic,1,0.23861324787139893,0.3686758279800415,95.45454406738281,91.63738250732422
systemic,1,0.23847229778766632,0.3684166669845581,95.45454406738281,91.63738250732422
systemic,1,0.2383318543434143,0.36815810203552246,95.45454406738281,91.63738250732422
systemic,1,0.2381919026374817,0.36790016293525696,95.45454406738281,91.63738250732422
systemic,1,0.23805245757102966,0.3676428198814392,95.45454406738281,91.63738250732422
systemic,1,0.23791348934173584,0.367386132478714,95.45454406738281,91.63738250732422
systemic,1,0.23777499794960022,0.36713001132011414,95.45454406738281,91.56710815429688
systemic,1,0.23763702809810638,0.36687448620796204,95.45454406738281,91.56710815429688
systemic,1,0.23749953508377075,0.36661961674690247,95.45454406738281,91.56710815429688
systemic,1,0.23736251890659332,0.36636531352996826,95.45454406738281,91.56710815429688
systemic,1,0.23722600936889648,0.3661116063594818,95.45454406738281,91.56710815429688
systemic,1,0.23708997666835785,0.3658585250377655,95.45454406738281,91.56710815429688
systemic,1,0.23695442080497742,0.3656059801578522,95.45454406738281,91.60224914550781
systemic,1,0.23681937158107758,0.365354061126709,95.45454406738281,91.60224914550781
systemic,1,0.23668479919433594,0.36510270833969116,95.45454406738281,91.60224914550781
systemic,1,0.2365506887435913,0.3648519515991211,95.45454406738281,91.60224914550781
systemic,1,0.23641707003116608,0.3646017909049988,95.45454406738281,91.60224914550781
systemic,1,0.23628395795822144,0.36435216665267944,95.45454406738281,91.60224914550781
systemic,1,0.2361512929201126,0.36410313844680786,95.45454406738281,91.67252349853516
systemic,1,0.236019104719162,0.36385467648506165,95.45454406738281,91.67252349853516
systemic,1,0.23588739335536957,0.3636068105697632,95.45454406738281,91.67252349853516
systemic,1,0.23575617372989655,0.3633594810962677,95.45454406738281,91.67252349853516
systemic,1,0.23562540113925934,0.3631126880645752,95.45454406738281,91.70765686035156
systemic,1,0.23549512028694153,0.36286649107933044,95.45454406738281,91.7427978515625
systemic,1,0.23536530137062073,0.36262083053588867,95.45454406738281,91.7427978515625
systemic,1,0.23523592948913574,0.36237573623657227,95.45454406738281,91.7427978515625
systemic,1,0.23510703444480896,0.36213114857673645,95.45454406738281,91.7779312133789
systemic,1,0.234978586435318,0.3618871569633484,95.45454406738281,91.7779312133789
systemic,1,0.23485060036182404,0.3616437017917633,95.45454406738281,91.7779312133789
