,index,test_ID,valid_id,train_loss,train_acc,valid_loss,valid_acc
0,0,4,1,5.858974456787109,0.841897233201581,63.70186233520508,0.818342151675485
1,1,4,1,101.44091033935547,0.512955643390426,8.96712875366211,0.47619047619047616
2,2,4,1,9.531623840332031,0.15942028985507245,67.91504669189453,0.18165784832451498
3,3,4,1,61.250858306884766,0.16161616161616163,51.287662506103516,0.18165784832451498
4,4,4,1,43.31138229370117,0.3921826965305226,13.24659252166748,0.2945326278659612
5,5,4,1,7.561443328857422,0.8664909969257796,2.8749570846557617,0.7389770723104057
6,6,4,1,5.498969554901123,0.8414580588493632,11.840012550354004,0.8236331569664903
7,7,4,1,22.525205612182617,0.8410188844971453,15.582135200500488,0.8201058201058201
8,8,4,1,27.8879337310791,0.8467281510759772,9.626167297363281,0.818342151675485
9,9,4,1,17.967788696289062,0.8809837505489679,3.58243465423584,0.7195767195767195
10,10,4,1,6.6761980056762695,0.7725076855511638,4.54346227645874,0.5520282186948854
11,11,4,1,4.132595062255859,0.5169082125603864,10.824295043945312,0.35978835978835977
12,12,4,1,8.941898345947266,0.3500219587176109,15.738245964050293,0.2716049382716049
13,13,4,1,13.197488784790039,0.3416776460254721,15.093812942504883,0.27336860670194
14,14,4,1,11.974730491638184,0.4554238032498902,10.16970443725586,0.3439153439153439
15,15,4,1,6.865927219390869,0.7171717171717171,4.976212501525879,0.49559082892416223
16,16,4,1,2.5745577812194824,0.8511198945981555,2.4225306510925293,0.673721340388007
17,17,4,1,2.111886978149414,0.8581466842336407,2.5543441772460938,0.7654320987654321
18,18,4,1,4.7114644050598145,0.8568291611769873,3.4802966117858887,0.800705467372134
19,19,4,1,7.309085845947266,0.8572683355292051,3.5774028301239014,0.8024691358024691
20,20,4,1,7.549041748046875,0.857707509881423,2.799241304397583,0.7742504409171076
21,21,4,1,5.4941630363464355,0.8563899868247694,2.261183500289917,0.7072310405643739
22,22,4,1,2.9699835777282715,0.8260869565217391,2.946598768234253,0.6261022927689595
23,23,4,1,1.7510541677474976,0.7140974967061924,4.774115085601807,0.47971781305114636
24,24,4,1,2.2343101501464844,0.5757575757575758,6.683833599090576,0.41622574955908287
25,25,4,1,3.437835216522217,0.5331576635924462,7.5107421875,0.37742504409171074
26,26,4,1,4.057039737701416,0.575318401405358,6.848547458648682,0.4056437389770723
27,27,4,1,3.554518222808838,0.69433465085639,5.215879917144775,0.455026455026455
28,28,4,1,2.413973569869995,0.8181818181818182,3.5471041202545166,0.544973544973545
29,29,4,1,1.5495479106903076,0.8783487044356609,2.5136971473693848,0.6172839506172839
30,30,4,1,1.5100656747817993,0.886253842775582,2.1881747245788574,0.656084656084656
31,31,4,1,2.1132261753082275,0.8818620992534036,2.209432601928711,0.6948853615520282
32,32,4,1,2.7085819244384766,0.8805445761967501,2.2167680263519287,0.6966490299823633
33,33,4,1,2.7600300312042236,0.8858146684233641,2.1592421531677246,0.671957671957672
34,34,4,1,2.244610548019409,0.8871321914800175,2.259138822555542,0.6455026455026455
35,35,4,1,1.5822001695632935,0.8748353096179183,2.7252357006073,0.5978835978835979
36,36,4,1,1.2365423440933228,0.8243302591128678,3.4854235649108887,0.5291005291005291
37,37,4,1,1.343587875366211,0.7637241985068072,4.194270610809326,0.48677248677248675
38,38,4,1,1.6552438735961914,0.7294685990338164,4.49757194519043,0.4691358024691358
39,39,4,1,1.826375961303711,0.7457180500658761,4.268478870391846,0.47795414462081126
40,40,4,1,1.7004640102386475,0.7997364953886693,3.665926218032837,0.5202821869488536
41,41,4,1,1.3970556259155273,0.8414580588493632,2.9936866760253906,0.5731922398589065
42,42,4,1,1.1684576272964478,0.8757136583223539,2.4992268085479736,0.6172839506172839
43,43,4,1,1.1669399738311768,0.8752744839701362,2.249046564102173,0.6331569664902998
44,44,4,1,1.330955982208252,0.8757136583223539,2.1691174507141113,0.6437389770723104
45,45,4,1,1.4645715951919556,0.8761528326745718,2.171391248703003,0.6419753086419753
46,46,4,1,1.4259231090545654,0.8827404479578392,2.2470412254333496,0.6313932980599647
47,47,4,1,1.2451657056808472,0.8858146684233641,2.4399874210357666,0.6190476190476191
48,48,4,1,1.069382905960083,0.8748353096179183,2.7534372806549072,0.5855379188712522
49,49,4,1,1.0174301862716675,0.8515590689503733,3.0956828594207764,0.5485008818342152
50,50,4,1,1.083158016204834,0.8300395256916996,3.3226499557495117,0.527336860670194
51,51,4,1,1.16293203830719,0.8326745718050066,3.333836078643799,0.5238095238095238
52,52,4,1,1.1627651453018188,0.8515590689503733,3.1394145488739014,0.5379188712522046
53,53,4,1,1.0803617238998413,0.8695652173913043,2.837721109390259,0.5749559082892416
54,54,4,1,0.9942978024482727,0.8871321914800175,2.5587265491485596,0.5943562610229277
55,55,4,1,0.9816481471061707,0.8959156785243741,2.400608777999878,0.6084656084656085
56,56,4,1,1.0279312133789062,0.8959156785243741,2.3600215911865234,0.6190476190476191
57,57,4,1,1.0422823429107666,0.896354852876592,2.3975727558135986,0.6067019400352733
58,58,4,1,0.9956711530685425,0.8919631093544137,2.4993643760681152,0.5873015873015873
59,59,4,1,0.9315939545631409,0.8840579710144928,2.6481006145477295,0.582010582010582
60,60,4,1,0.8979526162147522,0.8748353096179183,2.7994863986968994,0.5731922398589065
61,61,4,1,0.9031960964202881,0.8691260430390865,2.899574041366577,0.5573192239858906
62,62,4,1,0.9197112917900085,0.8669301712779973,2.909475088119507,0.5555555555555556
63,63,4,1,0.9191765785217285,0.8739569609134826,2.8318350315093994,0.5608465608465608
64,64,4,1,0.897171139717102,0.8814229249011858,2.705547571182251,0.5767195767195767
65,65,4,1,0.8711073398590088,0.8915239350021958,2.578773260116577,0.5855379188712522
66,66,4,1,0.8592307567596436,0.8932806324110671,2.4873623847961426,0.5908289241622575
67,67,4,1,0.8618495464324951,0.8941589811155028,2.448918581008911,0.5961199294532628
68,68,4,1,0.8626274466514587,0.8945981554677207,2.461843490600586,0.5908289241622575
69,69,4,1,0.8492844700813293,0.8976723759332454,2.517423391342163,0.5873015873015873
