test_acc,train_acc,i_set,dataset,test_loss,train_loss
92.9765853881836,87.97184753417969,1,detailed,0.350892037153244,0.5402386784553528
92.9765853881836,87.97184753417969,1,detailed,0.35023263096809387,0.5394786596298218
92.9765853881836,87.97184753417969,1,detailed,0.34958508610725403,0.5387146472930908
93.14381408691406,87.97184753417969,1,detailed,0.3489362597465515,0.5379647016525269
93.14381408691406,88.06781768798828,1,detailed,0.3482789099216461,0.5372181534767151
93.14381408691406,88.09980773925781,1,detailed,0.3476140797138214,0.5364677309989929
93.14381408691406,88.06781768798828,1,detailed,0.346938818693161,0.5357124209403992
93.14381408691406,88.03582763671875,1,detailed,0.34625381231307983,0.5349509119987488
93.14381408691406,88.03582763671875,1,detailed,0.3455613851547241,0.5341852307319641
93.14381408691406,88.06781768798828,1,detailed,0.3448654115200043,0.5334108471870422
93.31103515625,88.09980773925781,1,detailed,0.3441767394542694,0.5326328277587891
93.14381408691406,88.13179779052734,1,detailed,0.34348779916763306,0.531855046749115
93.31103515625,88.13179779052734,1,detailed,0.34279072284698486,0.5310690999031067
93.31103515625,88.06781768798828,1,detailed,0.34208163619041443,0.5302775502204895
93.47826385498047,88.09980773925781,1,detailed,0.3413631319999695,0.5294768214225769
93.47826385498047,88.13179779052734,1,detailed,0.3406343460083008,0.5286688804626465
93.47826385498047,88.13179779052734,1,detailed,0.33989447355270386,0.5278522968292236
93.47826385498047,88.13179779052734,1,detailed,0.3391445279121399,0.5270264148712158
93.47826385498047,88.16378784179688,1,detailed,0.33838531374931335,0.5261910557746887
93.31103515625,88.16378784179688,1,detailed,0.33761876821517944,0.5253465175628662
93.31103515625,88.25975799560547,1,detailed,0.3368432819843292,0.5244930386543274
93.31103515625,88.25975799560547,1,detailed,0.3360568881034851,0.5236303806304932
93.31103515625,88.22776794433594,1,detailed,0.3352595269680023,0.522757887840271
93.31103515625,88.1957778930664,1,detailed,0.33445098996162415,0.5218751430511475
93.31103515625,88.16378784179688,1,detailed,0.33363229036331177,0.5209831595420837
93.31103515625,88.16378784179688,1,detailed,0.3328048884868622,0.5200818777084351
93.31103515625,88.16378784179688,1,detailed,0.33196815848350525,0.5191712975502014
93.31103515625,88.1957778930664,1,detailed,0.3311226963996887,0.5182521343231201
93.31103515625,88.16378784179688,1,detailed,0.3302680552005768,0.5173259973526001
93.31103515625,88.13179779052734,1,detailed,0.32940495014190674,0.5163912177085876
93.31103515625,88.13179779052734,1,detailed,0.3285329043865204,0.5154497623443604
93.31103515625,88.09980773925781,1,detailed,0.3276515007019043,0.514504611492157
93.31103515625,88.25975799560547,1,detailed,0.32676276564598083,0.513556182384491
93.31103515625,88.291748046875,1,detailed,0.32587286829948425,0.5126069784164429
93.47826385498047,88.25975799560547,1,detailed,0.32498374581336975,0.5116588473320007
93.47826385498047,88.22776794433594,1,detailed,0.32409653067588806,0.5107147097587585
93.47826385498047,88.32373809814453,1,detailed,0.3232120871543884,0.5097775459289551
93.47826385498047,88.32373809814453,1,detailed,0.32232779264450073,0.5088421702384949
93.31103515625,88.41970825195312,1,detailed,0.32145577669143677,0.5079172253608704
93.31103515625,88.45169830322266,1,detailed,0.32058918476104736,0.5070054531097412
93.47826385498047,88.45169830322266,1,detailed,0.3197256326675415,0.5060982704162598
93.47826385498047,88.45169830322266,1,detailed,0.31885838508605957,0.5051908493041992
93.47826385498047,88.48368835449219,1,detailed,0.31798863410949707,0.5042850971221924
93.47826385498047,88.51567840576172,1,detailed,0.3171246349811554,0.5033853054046631
93.6454849243164,88.54766845703125,1,detailed,0.3162693679332733,0.5024920105934143
93.6454849243164,88.57965087890625,1,detailed,0.31542590260505676,0.5016118884086609
93.97993469238281,88.54766845703125,1,detailed,0.3145948052406311,0.5007526278495789
93.97993469238281,88.51567840576172,1,detailed,0.31376707553863525,0.49990901350975037
93.97993469238281,88.48368835449219,1,detailed,0.3129422962665558,0.4990818500518799
93.81270599365234,88.3877182006836,1,detailed,0.3121210038661957,0.4982677698135376
93.81270599365234,88.51567840576172,1,detailed,0.3113025724887848,0.49746638536453247
93.81270599365234,88.45169830322266,1,detailed,0.31048858165740967,0.49667781591415405
93.81270599365234,88.45169830322266,1,detailed,0.3096788227558136,0.49590370059013367
93.6454849243164,88.3877182006836,1,detailed,0.30887165665626526,0.49514123797416687
93.6454849243164,88.3877182006836,1,detailed,0.3080686628818512,0.49439215660095215
93.47826385498047,88.45169830322266,1,detailed,0.30727240443229675,0.4936589002609253
93.31103515625,88.48368835449219,1,detailed,0.3064850866794586,0.4929439127445221
93.31103515625,88.48368835449219,1,detailed,0.30570629239082336,0.49224793910980225
93.31103515625,88.54766845703125,1,detailed,0.3049391210079193,0.4915723204612732
93.31103515625,88.57965087890625,1,detailed,0.3041847348213196,0.4909191429615021
93.31103515625,88.61164093017578,1,detailed,0.3034425675868988,0.4902883768081665
93.31103515625,88.54766845703125,1,detailed,0.30271559953689575,0.48968151211738586
93.14381408691406,88.51567840576172,1,detailed,0.3020015060901642,0.4890996515750885
93.31103515625,88.51567840576172,1,detailed,0.301303505897522,0.488543838262558
93.47826385498047,88.54766845703125,1,detailed,0.30062252283096313,0.48801520466804504
93.47826385498047,88.57965087890625,1,detailed,0.2999614179134369,0.48751404881477356
93.47826385498047,88.54766845703125,1,detailed,0.29932135343551636,0.487041711807251
93.47826385498047,88.61164093017578,1,detailed,0.298704594373703,0.48659923672676086
93.47826385498047,88.61164093017578,1,detailed,0.298110693693161,0.4861871302127838
93.6454849243164,88.67562103271484,1,detailed,0.29753926396369934,0.4858056306838989
93.47826385498047,88.67562103271484,1,detailed,0.29699063301086426,0.4854540228843689
93.47826385498047,88.67562103271484,1,detailed,0.29646623134613037,0.4851318597793579
93.47826385498047,88.67562103271484,1,detailed,0.2959665060043335,0.4848386347293854
93.47826385498047,88.64363098144531,1,detailed,0.2954934537410736,0.4845740795135498
93.47826385498047,88.61164093017578,1,detailed,0.295047402381897,0.4843375086784363
93.47826385498047,88.61164093017578,1,detailed,0.29462873935699463,0.48412829637527466
93.47826385498047,88.64363098144531,1,detailed,0.2942371964454651,0.4839443564414978
93.47826385498047,88.70761108398438,1,detailed,0.2938719689846039,0.48378387093544006
93.47826385498047,88.70761108398438,1,detailed,0.29353106021881104,0.48364517092704773
93.47826385498047,88.67562103271484,1,detailed,0.2932157516479492,0.4835257828235626
93.6454849243164,88.61164093017578,1,detailed,0.2929224967956543,0.4834246337413788
93.6454849243164,88.70761108398438,1,detailed,0.29265064001083374,0.48333925008773804
93.6454849243164,88.64363098144531,1,detailed,0.2924012243747711,0.48326531052589417
93.6454849243164,88.7396011352539,1,detailed,0.2921750843524933,0.48320451378822327
93.6454849243164,88.7396011352539,1,detailed,0.29196953773498535,0.4831574857234955
93.6454849243164,88.8355712890625,1,detailed,0.2917840778827667,0.48312056064605713
93.6454849243164,88.8355712890625,1,detailed,0.29161933064460754,0.4830911159515381
93.6454849243164,88.80358123779297,1,detailed,0.29147493839263916,0.4830666780471802
93.6454849243164,88.80358123779297,1,detailed,0.2913486659526825,0.483046293258667
93.6454849243164,88.80358123779297,1,detailed,0.2912392020225525,0.48302778601646423
93.6454849243164,88.7396011352539,1,detailed,0.291146457195282,0.48300984501838684
93.6454849243164,88.7396011352539,1,detailed,0.2910691499710083,0.4829915463924408
93.6454849243164,88.7396011352539,1,detailed,0.29100602865219116,0.48297208547592163
93.47826385498047,88.7396011352539,1,detailed,0.29095548391342163,0.48295140266418457
93.31103515625,88.70761108398438,1,detailed,0.29091551899909973,0.482928991317749
93.31103515625,88.70761108398438,1,detailed,0.2908855378627777,0.4829046428203583
93.31103515625,88.70761108398438,1,detailed,0.29086577892303467,0.4828781485557556
93.31103515625,88.70761108398438,1,detailed,0.29085594415664673,0.4828498661518097
93.47826385498047,88.7396011352539,1,detailed,0.29085415601730347,0.48281964659690857
93.47826385498047,88.7396011352539,1,detailed,0.29085907340049744,0.4827876091003418
93.47826385498047,88.7396011352539,1,detailed,0.29086941480636597,0.48275434970855713
93.47826385498047,88.7396011352539,1,detailed,0.29088473320007324,0.48271989822387695
93.6454849243164,88.7396011352539,1,detailed,0.2909049391746521,0.48268455266952515
93.6454849243164,88.7396011352539,1,detailed,0.2909289598464966,0.4826487600803375
93.6454849243164,88.7396011352539,1,detailed,0.2909562289714813,0.482612669467926
93.6454849243164,88.7396011352539,1,detailed,0.29098570346832275,0.48257648944854736
93.6454849243164,88.7396011352539,1,detailed,0.29101648926734924,0.48254039883613586
93.6454849243164,88.77159118652344,1,detailed,0.291048526763916,0.4825045168399811
93.6454849243164,88.77159118652344,1,detailed,0.2910816967487335,0.4824686646461487
93.6454849243164,88.77159118652344,1,detailed,0.2911151945590973,0.48243358731269836
93.6454849243164,88.77159118652344,1,detailed,0.2911486029624939,0.48239946365356445
93.6454849243164,88.77159118652344,1,detailed,0.29118168354034424,0.48236626386642456
93.6454849243164,88.8355712890625,1,detailed,0.29121387004852295,0.4823340177536011
93.6454849243164,88.80358123779297,1,detailed,0.29124486446380615,0.4823024868965149
93.6454849243164,88.80358123779297,1,detailed,0.2912745177745819,0.4822715222835541
93.6454849243164,88.80358123779297,1,detailed,0.2913014590740204,0.4822412431240082
93.6454849243164,88.70761108398438,1,detailed,0.29132601618766785,0.482211709022522
93.6454849243164,88.70761108398438,1,detailed,0.29134857654571533,0.48218289017677307
93.6454849243164,88.70761108398438,1,detailed,0.291368693113327,0.48215433955192566
93.6454849243164,88.70761108398438,1,detailed,0.2913867235183716,0.4821264147758484
93.6454849243164,88.70761108398438,1,detailed,0.29140177369117737,0.48209893703460693
93.6454849243164,88.70761108398438,1,detailed,0.291413813829422,0.48207128047943115
93.6454849243164,88.70761108398438,1,detailed,0.2914232313632965,0.4820438027381897
93.6454849243164,88.70761108398438,1,detailed,0.29143059253692627,0.48201653361320496
93.6454849243164,88.70761108398438,1,detailed,0.29143568873405457,0.4819895029067993
93.6454849243164,88.70761108398438,1,detailed,0.29143816232681274,0.4819624423980713
93.6454849243164,88.70761108398438,1,detailed,0.29143816232681274,0.4819355010986328
93.6454849243164,88.70761108398438,1,detailed,0.2914358973503113,0.4819088280200958
93.6454849243164,88.70761108398438,1,detailed,0.29143157601356506,0.48188212513923645
93.6454849243164,88.70761108398438,1,detailed,0.29142484068870544,0.4818553328514099
93.6454849243164,88.70761108398438,1,detailed,0.29141613841056824,0.4818284213542938
93.6454849243164,88.70761108398438,1,detailed,0.2914060354232788,0.48180142045021057
93.6454849243164,88.70761108398438,1,detailed,0.291394978761673,0.48177435994148254
93.6454849243164,88.70761108398438,1,detailed,0.29138270020484924,0.4817468225955963
93.6454849243164,88.70761108398438,1,detailed,0.29136931896209717,0.481719046831131
93.6454849243164,88.70761108398438,1,detailed,0.29135486483573914,0.4816909730434418
93.6454849243164,88.70761108398438,1,detailed,0.2913399338722229,0.4816626310348511
93.6454849243164,88.70761108398438,1,detailed,0.2913247346878052,0.4816339910030365
93.6454849243164,88.70761108398438,1,detailed,0.29130855202674866,0.4816051721572876
93.6454849243164,88.70761108398438,1,detailed,0.2912917137145996,0.4815755784511566
93.6454849243164,88.70761108398438,1,detailed,0.2912752628326416,0.4815451204776764
93.6454849243164,88.70761108398438,1,detailed,0.2912590801715851,0.48151397705078125
93.6454849243164,88.70761108398438,1,detailed,0.29124173521995544,0.48148179054260254
93.6454849243164,88.70761108398438,1,detailed,0.2912234663963318,0.48144909739494324
93.6454849243164,88.67562103271484,1,detailed,0.2912065088748932,0.48141539096832275
93.6454849243164,88.67562103271484,1,detailed,0.2911897599697113,0.48138099908828735
93.6454849243164,88.67562103271484,1,detailed,0.29117265343666077,0.48134559392929077
93.6454849243164,88.67562103271484,1,detailed,0.2911570370197296,0.48130813241004944
93.6454849243164,88.67562103271484,1,detailed,0.2911411225795746,0.48127105832099915
93.6454849243164,88.67562103271484,1,detailed,0.2911287546157837,0.48123568296432495
93.6454849243164,88.67562103271484,1,detailed,0.2911156415939331,0.4812026619911194
93.6454849243164,88.67562103271484,1,detailed,0.2911001443862915,0.4811709523200989
93.6454849243164,88.67562103271484,1,detailed,0.2910820245742798,0.4811405539512634
93.6454849243164,88.67562103271484,1,detailed,0.2910635769367218,0.48111018538475037
93.6454849243164,88.67562103271484,1,detailed,0.2910442054271698,0.48107895255088806
93.6454849243164,88.67562103271484,1,detailed,0.29102280735969543,0.4810468554496765
93.6454849243164,88.67562103271484,1,detailed,0.2910025119781494,0.48101428151130676
93.6454849243164,88.67562103271484,1,detailed,0.2909829020500183,0.48098108172416687
93.6454849243164,88.67562103271484,1,detailed,0.29096540808677673,0.4809473156929016
93.6454849243164,88.64363098144531,1,detailed,0.2909492254257202,0.4809131324291229
93.6454849243164,88.61164093017578,1,detailed,0.29093489050865173,0.4808794856071472
93.6454849243164,88.61164093017578,1,detailed,0.2909206449985504,0.48084598779678345
93.6454849243164,88.61164093017578,1,detailed,0.2909063696861267,0.48081281781196594
93.6454849243164,88.61164093017578,1,detailed,0.290890634059906,0.48077917098999023
93.6454849243164,88.61164093017578,1,detailed,0.2908768057823181,0.4807451367378235
93.6454849243164,88.61164093017578,1,detailed,0.29086440801620483,0.48071175813674927
93.6454849243164,88.61164093017578,1,detailed,0.2908538579940796,0.48067864775657654
93.6454849243164,88.61164093017578,1,detailed,0.2908453345298767,0.4806461036205292
93.6454849243164,88.61164093017578,1,detailed,0.29083967208862305,0.480614572763443
93.6454849243164,88.61164093017578,1,detailed,0.2908368408679962,0.480583518743515
93.6454849243164,88.61164093017578,1,detailed,0.2908360958099365,0.48055240511894226
93.6454849243164,88.64363098144531,1,detailed,0.29083767533302307,0.48052093386650085
93.6454849243164,88.67562103271484,1,detailed,0.29084235429763794,0.48048949241638184
93.6454849243164,88.70761108398438,1,detailed,0.2908497750759125,0.4804583787918091
93.6454849243164,88.70761108398438,1,detailed,0.29085952043533325,0.4804272949695587
93.6454849243164,88.70761108398438,1,detailed,0.29087114334106445,0.48039621114730835
93.6454849243164,88.70761108398438,1,detailed,0.29088476300239563,0.4803648293018341
93.6454849243164,88.70761108398438,1,detailed,0.29089823365211487,0.48033300042152405
93.6454849243164,88.70761108398438,1,detailed,0.2909117639064789,0.4803009033203125
93.47826385498047,88.70761108398438,1,detailed,0.2909254729747772,0.480268657207489
93.47826385498047,88.67562103271484,1,detailed,0.2909397482872009,0.4802361726760864
93.47826385498047,88.67562103271484,1,detailed,0.290955126285553,0.4802033603191376
93.47826385498047,88.67562103271484,1,detailed,0.2909703552722931,0.4801703989505768
93.47826385498047,88.67562103271484,1,detailed,0.2909831702709198,0.48013752698898315
93.47826385498047,88.67562103271484,1,detailed,0.2909945845603943,0.4801041781902313
93.47826385498047,88.67562103271484,1,detailed,0.291005939245224,0.4800703525543213
93.47826385498047,88.70761108398438,1,detailed,0.2910163998603821,0.48003607988357544
93.47826385498047,88.70761108398438,1,detailed,0.29102590680122375,0.4800015985965729
93.47826385498047,88.70761108398438,1,detailed,0.29103535413742065,0.47996678948402405
93.47826385498047,88.67562103271484,1,detailed,0.29104453325271606,0.4799318015575409
93.47826385498047,88.67562103271484,1,detailed,0.2910536527633667,0.4798968732357025
93.47826385498047,88.67562103271484,1,detailed,0.29106342792510986,0.47986167669296265
93.47826385498047,88.67562103271484,1,detailed,0.2910735309123993,0.47982653975486755
93.47826385498047,88.67562103271484,1,detailed,0.2910836637020111,0.47979116439819336
93.47826385498047,88.67562103271484,1,detailed,0.29109349846839905,0.4797552227973938
93.47826385498047,88.67562103271484,1,detailed,0.2911032736301422,0.47971904277801514
93.47826385498047,88.67562103271484,1,detailed,0.29111239314079285,0.4796831011772156
93.47826385498047,88.67562103271484,1,detailed,0.2911194860935211,0.4796476364135742
93.47826385498047,88.70761108398438,1,detailed,0.2911255955696106,0.47961169481277466
93.47826385498047,88.70761108398438,1,detailed,0.29113155603408813,0.4795743227005005
93.47826385498047,88.70761108398438,1,detailed,0.29113590717315674,0.47953593730926514
93.47826385498047,88.70761108398438,1,detailed,0.2911393344402313,0.47949671745300293
93.47826385498047,88.70761108398438,1,detailed,0.2911418378353119,0.47945716977119446
93.47826385498047,88.7396011352539,1,detailed,0.291142076253891,0.4794173836708069
93.47826385498047,88.77159118652344,1,detailed,0.2911425530910492,0.4793767035007477
93.47826385498047,88.77159118652344,1,detailed,0.29114171862602234,0.4793355464935303
93.47826385498047,88.77159118652344,1,detailed,0.2911407947540283,0.4792942702770233
93.47826385498047,88.77159118652344,1,detailed,0.2911408543586731,0.47925296425819397
93.47826385498047,88.7396011352539,1,detailed,0.2911427319049835,0.47921037673950195
93.47826385498047,88.7396011352539,1,detailed,0.2911481261253357,0.47916746139526367
93.47826385498047,88.7396011352539,1,detailed,0.2911536991596222,0.47912412881851196
93.47826385498047,88.7396011352539,1,detailed,0.29115989804267883,0.4790797531604767
93.47826385498047,88.7396011352539,1,detailed,0.29116758704185486,0.4790342152118683
93.47826385498047,88.7396011352539,1,detailed,0.2911757230758667,0.47898703813552856
93.47826385498047,88.7396011352539,1,detailed,0.2911823093891144,0.4789387285709381
93.47826385498047,88.7396011352539,1,detailed,0.29119107127189636,0.4788898527622223
93.47826385498047,88.7396011352539,1,detailed,0.29120078682899475,0.47884005308151245
93.47826385498047,88.7396011352539,1,detailed,0.2912117540836334,0.4787902534008026
93.47826385498047,88.7396011352539,1,detailed,0.29122766852378845,0.4787409007549286
93.47826385498047,88.7396011352539,1,detailed,0.2912454307079315,0.47869130969047546
93.47826385498047,88.7396011352539,1,detailed,0.2912643253803253,0.4786408841609955
93.47826385498047,88.7396011352539,1,detailed,0.2912862300872803,0.4785897731781006
93.47826385498047,88.7396011352539,1,detailed,0.29130950570106506,0.4785386323928833
93.47826385498047,88.7396011352539,1,detailed,0.2913322448730469,0.4784865081310272
93.47826385498047,88.70761108398438,1,detailed,0.2913602292537689,0.47843408584594727
93.47826385498047,88.70761108398438,1,detailed,0.2913908064365387,0.47838112711906433
93.47826385498047,88.70761108398438,1,detailed,0.29142242670059204,0.4783286452293396
93.47826385498047,88.70761108398438,1,detailed,0.29145577549934387,0.47827625274658203
93.47826385498047,88.70761108398438,1,detailed,0.2914887070655823,0.4782232344150543
93.47826385498047,88.70761108398438,1,detailed,0.29152294993400574,0.4781709313392639
93.47826385498047,88.70761108398438,1,detailed,0.2915591597557068,0.4781181812286377
93.47826385498047,88.70761108398438,1,detailed,0.2915959656238556,0.4780645966529846
93.47826385498047,88.70761108398438,1,detailed,0.2916322648525238,0.4780098795890808
93.47826385498047,88.70761108398438,1,detailed,0.2916664481163025,0.4779539406299591
93.47826385498047,88.70761108398438,1,detailed,0.2917000353336334,0.4778966009616852
93.47826385498047,88.70761108398438,1,detailed,0.29173359274864197,0.4778393507003784
93.47826385498047,88.67562103271484,1,detailed,0.2917656898498535,0.4777818024158478
93.47826385498047,88.67562103271484,1,detailed,0.291795939207077,0.477723091840744
93.47826385498047,88.67562103271484,1,detailed,0.2918229103088379,0.47766441106796265
93.47826385498047,88.67562103271484,1,detailed,0.29184749722480774,0.47760501503944397
93.47826385498047,88.70761108398438,1,detailed,0.291869193315506,0.4775450825691223
93.47826385498047,88.7396011352539,1,detailed,0.29189062118530273,0.47748494148254395
93.47826385498047,88.7396011352539,1,detailed,0.2919108271598816,0.4774239957332611
93.47826385498047,88.7396011352539,1,detailed,0.2919312119483948,0.4773619771003723
93.47826385498047,88.7396011352539,1,detailed,0.29195165634155273,0.47729915380477905
93.47826385498047,88.7396011352539,1,detailed,0.29197192192077637,0.4772360622882843
93.47826385498047,88.7396011352539,1,detailed,0.29199138283729553,0.47717219591140747
93.47826385498047,88.7396011352539,1,detailed,0.2920103371143341,0.4771072566509247
93.47826385498047,88.7396011352539,1,detailed,0.292030930519104,0.4770413339138031
93.47826385498047,88.7396011352539,1,detailed,0.29205232858657837,0.47697409987449646
93.47826385498047,88.7396011352539,1,detailed,0.2920777201652527,0.47690603137016296
93.47826385498047,88.7396011352539,1,detailed,0.29210737347602844,0.47683683037757874
93.47826385498047,88.7396011352539,1,detailed,0.2921372056007385,0.47676607966423035
93.47826385498047,88.7396011352539,1,detailed,0.29216545820236206,0.47669517993927
93.47826385498047,88.77159118652344,1,detailed,0.2921951711177826,0.4766237437725067
93.47826385498047,88.7396011352539,1,detailed,0.2922264039516449,0.4765513837337494
93.47826385498047,88.7396011352539,1,detailed,0.2922583818435669,0.4764783978462219
93.47826385498047,88.77159118652344,1,detailed,0.2922913432121277,0.4764055609703064
93.47826385498047,88.77159118652344,1,detailed,0.29232481122016907,0.4763321876525879
93.47826385498047,88.77159118652344,1,detailed,0.2923574447631836,0.4762578010559082
93.47826385498047,88.77159118652344,1,detailed,0.2923915982246399,0.4761819839477539
93.31103515625,88.77159118652344,1,detailed,0.29242774844169617,0.47610414028167725
93.31103515625,88.77159118652344,1,detailed,0.2924705147743225,0.4760251045227051
93.31103515625,88.77159118652344,1,detailed,0.29251551628112793,0.47594526410102844
93.31103515625,88.77159118652344,1,detailed,0.2925613522529602,0.47586357593536377
93.31103515625,88.7396011352539,1,detailed,0.29260697960853577,0.4757797122001648
93.31103515625,88.7396011352539,1,detailed,0.2926509380340576,0.4756941795349121
93.31103515625,88.7396011352539,1,detailed,0.2926971912384033,0.4756055474281311
93.31103515625,88.7396011352539,1,detailed,0.29273995757102966,0.47551852464675903
93.31103515625,88.7396011352539,1,detailed,0.292775422334671,0.4754313826560974
93.31103515625,88.7396011352539,1,detailed,0.2928059697151184,0.4753434360027313
93.31103515625,88.7396011352539,1,detailed,0.2928345799446106,0.4752544164657593
93.31103515625,88.7396011352539,1,detailed,0.2928655743598938,0.4751633107662201
93.31103515625,88.7396011352539,1,detailed,0.29290035367012024,0.4750707149505615
93.31103515625,88.7396011352539,1,detailed,0.29293832182884216,0.47497692704200745
93.31103515625,88.77159118652344,1,detailed,0.2929777204990387,0.4748813211917877
93.31103515625,88.77159118652344,1,detailed,0.29302161931991577,0.4747845530509949
93.31103515625,88.77159118652344,1,detailed,0.29306721687316895,0.47468459606170654
93.31103515625,88.80358123779297,1,detailed,0.2931096851825714,0.47458258271217346
93.31103515625,88.80358123779297,1,detailed,0.2931542992591858,0.47447851300239563
93.47826385498047,88.80358123779297,1,detailed,0.29320037364959717,0.4743707478046417
93.47826385498047,88.8355712890625,1,detailed,0.2932429909706116,0.47426003217697144
93.47826385498047,88.8355712890625,1,detailed,0.293282151222229,0.4741458594799042
93.47826385498047,88.80358123779297,1,detailed,0.2933221757411957,0.47403189539909363
93.47826385498047,88.80358123779297,1,detailed,0.2933618724346161,0.47391587495803833
93.47826385498047,88.80358123779297,1,detailed,0.29340049624443054,0.47379618883132935
93.47826385498047,88.80358123779297,1,detailed,0.29343321919441223,0.47367510199546814
93.47826385498047,88.77159118652344,1,detailed,0.29346734285354614,0.47355198860168457
93.47826385498047,88.77159118652344,1,detailed,0.2935037612915039,0.4734264016151428
93.47826385498047,88.77159118652344,1,detailed,0.293544203042984,0.4732987880706787
93.47826385498047,88.77159118652344,1,detailed,0.2935868501663208,0.4731675684452057
93.47826385498047,88.77159118652344,1,detailed,0.2936411499977112,0.47303617000579834
93.47826385498047,88.80358123779297,1,detailed,0.2936961054801941,0.47290337085723877
93.47826385498047,88.8355712890625,1,detailed,0.2937537431716919,0.47276708483695984
93.47826385498047,88.8355712890625,1,detailed,0.29381003975868225,0.4726282060146332
93.47826385498047,88.8355712890625,1,detailed,0.29386624693870544,0.4724888801574707
93.47826385498047,88.86756134033203,1,detailed,0.29392653703689575,0.47235107421875
93.47826385498047,88.86756134033203,1,detailed,0.29398855566978455,0.4722140431404114
93.47826385498047,88.86756134033203,1,detailed,0.2940494120121002,0.4720751941204071
93.47826385498047,88.86756134033203,1,detailed,0.2941111624240875,0.47193703055381775
93.47826385498047,88.8355712890625,1,detailed,0.2941760718822479,0.47179847955703735
93.47826385498047,88.8355712890625,1,detailed,0.29423946142196655,0.4716571867465973
93.47826385498047,88.86756134033203,1,detailed,0.2943066954612732,0.4715128540992737
93.47826385498047,88.8355712890625,1,detailed,0.29438433051109314,0.47136402130126953
93.47826385498047,88.8355712890625,1,detailed,0.2944657504558563,0.471213161945343
93.47826385498047,88.8355712890625,1,detailed,0.2945480942726135,0.47106099128723145
93.6454849243164,88.8355712890625,1,detailed,0.29462623596191406,0.470910906791687
93.6454849243164,88.86756134033203,1,detailed,0.2947046458721161,0.47075963020324707
93.6454849243164,88.86756134033203,1,detailed,0.2947886884212494,0.470605731010437
93.6454849243164,88.89955139160156,1,detailed,0.29487791657447815,0.47044891119003296
93.6454849243164,88.89955139160156,1,detailed,0.2949678897857666,0.47028955817222595
93.6454849243164,88.89955139160156,1,detailed,0.2950561046600342,0.4701269865036011
93.6454849243164,88.89955139160156,1,detailed,0.2951343357563019,0.46996062994003296
93.6454849243164,88.89955139160156,1,detailed,0.29520490765571594,0.4697910249233246
93.6454849243164,88.89955139160156,1,detailed,0.2952750623226166,0.46962088346481323
93.6454849243164,88.89955139160156,1,detailed,0.2953425347805023,0.46944791078567505
