train_acc,test_acc,i_set,train_loss,test_loss,dataset
89.47026062011719,87.01699829101562,4,0.4917873740196228,0.5142542123794556,detailed
89.47026062011719,87.01699829101562,4,0.4914665222167969,0.5140271186828613,detailed
89.47026062011719,87.01699829101562,4,0.49114659428596497,0.5138007998466492,detailed
89.53526306152344,87.01699829101562,4,0.49082767963409424,0.5135741829872131,detailed
89.50276184082031,87.01699829101562,4,0.4905094802379608,0.5133478045463562,detailed
89.47026062011719,87.01699829101562,4,0.49019113183021545,0.5131217837333679,detailed
89.47026062011719,87.01699829101562,4,0.489872008562088,0.5128961205482483,detailed
89.47026062011719,87.01699829101562,4,0.48955202102661133,0.5126704573631287,detailed
89.47026062011719,87.01699829101562,4,0.4892309308052063,0.5124452114105225,detailed
89.47026062011719,87.01699829101562,4,0.4889093339443207,0.512220025062561,detailed
89.4377670288086,87.01699829101562,4,0.48858749866485596,0.5119950175285339,detailed
89.4377670288086,87.01699829101562,4,0.4882650077342987,0.5117698907852173,detailed
89.4377670288086,87.01699829101562,4,0.48794007301330566,0.5115367770195007,detailed
89.4377670288086,87.01699829101562,4,0.48760294914245605,0.5112960338592529,detailed
89.4377670288086,87.01699829101562,4,0.48725709319114685,0.5110520720481873,detailed
89.37276458740234,87.01699829101562,4,0.486907422542572,0.510807991027832,detailed
89.37276458740234,87.01699829101562,4,0.48655450344085693,0.5105622410774231,detailed
89.37276458740234,87.01699829101562,4,0.48619821667671204,0.5103158950805664,detailed
89.37276458740234,87.01699829101562,4,0.4858394265174866,0.510069727897644,detailed
89.37276458740234,87.01699829101562,4,0.48547840118408203,0.5098229050636292,detailed
89.37276458740234,87.01699829101562,4,0.4851153790950775,0.5095760226249695,detailed
89.34026336669922,87.01699829101562,4,0.48475074768066406,0.5093344449996948,detailed
89.40526580810547,87.01699829101562,4,0.4843854308128357,0.509099543094635,detailed
89.40526580810547,87.01699829101562,4,0.48402169346809387,0.5088776350021362,detailed
89.40526580810547,87.01699829101562,4,0.48367491364479065,0.5086769461631775,detailed
89.40526580810547,87.01699829101562,4,0.4833647906780243,0.5084741711616516,detailed
89.40526580810547,87.01699829101562,4,0.4830578565597534,0.5082703828811646,detailed
89.37276458740234,87.01699829101562,4,0.4827505946159363,0.5080673098564148,detailed
89.40526580810547,87.01699829101562,4,0.4824434220790863,0.5078645944595337,detailed
89.40526580810547,87.17156219482422,4,0.4821354150772095,0.5076615214347839,detailed
89.40526580810547,87.17156219482422,4,0.4818262457847595,0.5074578523635864,detailed
89.40526580810547,87.17156219482422,4,0.48151612281799316,0.5072523951530457,detailed
89.40526580810547,87.17156219482422,4,0.48120418190956116,0.5070427060127258,detailed
89.40526580810547,87.17156219482422,4,0.4808882176876068,0.5068278908729553,detailed
89.4377670288086,87.17156219482422,4,0.4805641770362854,0.5066108703613281,detailed
89.50276184082031,87.32611846923828,4,0.48022982478141785,0.5063895583152771,detailed
89.53526306152344,87.32611846923828,4,0.4798891246318817,0.5061657428741455,detailed
89.53526306152344,87.32611846923828,4,0.4795437753200531,0.5059399008750916,detailed
89.53526306152344,87.32611846923828,4,0.47919395565986633,0.5057117938995361,detailed
89.53526306152344,87.32611846923828,4,0.47883954644203186,0.505482017993927,detailed
89.50276184082031,87.32611846923828,4,0.4784802496433258,0.5052503347396851,detailed
89.50276184082031,87.48068237304688,4,0.47811612486839294,0.5050168037414551,detailed
89.50276184082031,87.48068237304688,4,0.47774767875671387,0.5047816634178162,detailed
89.47026062011719,87.48068237304688,4,0.4773750603199005,0.5045450329780579,detailed
89.50276184082031,87.48068237304688,4,0.4769984185695648,0.504307746887207,detailed
89.56776428222656,87.48068237304688,4,0.47661781311035156,0.5040699243545532,detailed
89.56776428222656,87.32611846923828,4,0.4762333631515503,0.5038339495658875,detailed
89.53526306152344,87.32611846923828,4,0.4758460819721222,0.503600001335144,detailed
89.53526306152344,87.32611846923828,4,0.47546276450157166,0.5033734440803528,detailed
89.56776428222656,87.32611846923828,4,0.4750937223434448,0.5031461715698242,detailed
89.53526306152344,87.32611846923828,4,0.4747236371040344,0.5029177665710449,detailed
89.53526306152344,87.32611846923828,4,0.47434940934181213,0.502688467502594,detailed
89.53526306152344,87.32611846923828,4,0.4739713668823242,0.5024592280387878,detailed
89.56776428222656,87.32611846923828,4,0.47358980774879456,0.5022319555282593,detailed
89.56776428222656,87.32611846923828,4,0.4732051491737366,0.5020044445991516,detailed
89.63275909423828,87.32611846923828,4,0.4728190004825592,0.5017795562744141,detailed
