train_loss,train_acc,dataset,i_set,test_acc,test_loss
0.49489134550094604,89.33074951171875,detailed,3,87.1632308959961,0.5327566266059875
0.49400532245635986,89.36307525634766,detailed,3,87.1632308959961,0.5319041609764099
0.49313926696777344,89.3954086303711,detailed,3,87.1632308959961,0.5311018228530884
0.49231410026550293,89.49240112304688,detailed,3,87.1632308959961,0.5303285717964172
0.49152082204818726,89.52473449707031,detailed,3,87.1632308959961,0.5295668244361877
0.4907430112361908,89.49240112304688,detailed,3,87.00475311279297,0.5288205146789551
0.48998016119003296,89.52473449707031,detailed,3,87.00475311279297,0.5280920267105103
0.48922863602638245,89.49240112304688,detailed,3,87.00475311279297,0.5273762941360474
0.48848891258239746,89.42774200439453,detailed,3,87.1632308959961,0.5266705751419067
0.48775768280029297,89.42774200439453,detailed,3,87.1632308959961,0.5259717702865601
0.4870359003543854,89.42774200439453,detailed,3,87.00475311279297,0.5252887606620789
0.48632314801216125,89.42774200439453,detailed,3,87.00475311279297,0.5246180295944214
0.48562678694725037,89.42774200439453,detailed,3,87.00475311279297,0.5239427089691162
0.4849362075328827,89.42774200439453,detailed,3,86.84627532958984,0.5232660174369812
0.48424991965293884,89.3954086303711,detailed,3,86.84627532958984,0.5225911736488342
0.4835679829120636,89.3954086303711,detailed,3,86.84627532958984,0.5219243168830872
0.4828897714614868,89.3954086303711,detailed,3,86.84627532958984,0.5212622284889221
0.48221975564956665,89.3954086303711,detailed,3,87.00475311279297,0.5206212997436523
0.4815702736377716,89.3954086303711,detailed,3,87.00475311279297,0.5200084447860718
0.48094937205314636,89.3954086303711,detailed,3,87.00475311279297,0.5194407105445862
0.4803493916988373,89.3954086303711,detailed,3,87.1632308959961,0.5188929438591003
0.47976821660995483,89.42774200439453,detailed,3,87.1632308959961,0.5183457732200623
0.47919437289237976,89.42774200439453,detailed,3,87.1632308959961,0.517798125743866
0.47862347960472107,89.42774200439453,detailed,3,87.1632308959961,0.5172485709190369
0.4780503809452057,89.52473449707031,detailed,3,87.1632308959961,0.5166979432106018
0.477477490901947,89.55706787109375,detailed,3,87.1632308959961,0.516147255897522
0.47690314054489136,89.55706787109375,detailed,3,87.1632308959961,0.5155935883522034
0.4763253927230835,89.52473449707031,detailed,3,87.1632308959961,0.5150399208068848
0.4757435619831085,89.55706787109375,detailed,3,87.1632308959961,0.5144847631454468
0.4751596450805664,89.58939361572266,detailed,3,87.1632308959961,0.5139250159263611
0.4745720326900482,89.58939361572266,detailed,3,87.1632308959961,0.5133607387542725
0.473980188369751,89.55706787109375,detailed,3,87.1632308959961,0.5127955675125122
0.47338810563087463,89.58939361572266,detailed,3,87.1632308959961,0.5122367143630981
0.4727998375892639,89.55706787109375,detailed,3,87.1632308959961,0.5116837024688721
0.47221851348876953,89.55706787109375,detailed,3,87.1632308959961,0.5111455321311951
0.47164225578308105,89.58939361572266,detailed,3,87.1632308959961,0.5105969309806824
0.4710560739040375,89.65406036376953,detailed,3,87.1632308959961,0.510025143623352
0.4704529941082001,89.68638610839844,detailed,3,87.1632308959961,0.5094395279884338
0.4698326289653778,89.75105285644531,detailed,3,87.1632308959961,0.5088418126106262
0.46919959783554077,89.75105285644531,detailed,3,87.1632308959961,0.5082308650016785
0.4685526192188263,89.75105285644531,detailed,3,87.32170867919922,0.5076102018356323
0.46789366006851196,89.75105285644531,detailed,3,87.48018646240234,0.5069798827171326
0.46722179651260376,89.75105285644531,detailed,3,87.48018646240234,0.5063417553901672
0.4665420651435852,89.78337860107422,detailed,3,87.48018646240234,0.5057006478309631
0.4658557176589966,89.75105285644531,detailed,3,87.48018646240234,0.5050557851791382
0.46516430377960205,89.75105285644531,detailed,3,87.48018646240234,0.5044080018997192
0.46446913480758667,89.71871948242188,detailed,3,87.48018646240234,0.5037587881088257
0.46377408504486084,89.68638610839844,detailed,3,87.1632308959961,0.5031110644340515
0.46308135986328125,89.65406036376953,detailed,3,87.1632308959961,0.5024659633636475
0.4623889923095703,89.68638610839844,detailed,3,87.1632308959961,0.501831591129303
0.46170157194137573,89.68638610839844,detailed,3,87.00475311279297,0.5012096762657166
0.4610160291194916,89.75105285644531,detailed,3,87.1632308959961,0.5005915760993958
0.4603322446346283,89.75105285644531,detailed,3,87.1632308959961,0.499970406293869
0.4596468210220337,89.78337860107422,detailed,3,87.1632308959961,0.499348521232605
0.4589636027812958,89.78337860107422,detailed,3,87.32170867919922,0.49873974919319153
0.45828860998153687,89.78337860107422,detailed,3,87.32170867919922,0.4981481730937958
0.45762568712234497,89.75105285644531,detailed,3,87.48018646240234,0.4975625276565552
0.4569677710533142,89.75105285644531,detailed,3,87.48018646240234,0.4969782531261444
0.4563125967979431,89.75105285644531,detailed,3,87.48018646240234,0.496401846408844
0.4556608200073242,89.71871948242188,detailed,3,87.48018646240234,0.49583569169044495
0.45501458644866943,89.65406036376953,detailed,3,87.638671875,0.49528154730796814
0.4543741047382355,89.65406036376953,detailed,3,87.638671875,0.49473798274993896
0.453743040561676,89.6217269897461,detailed,3,87.79714965820312,0.4942145347595215
0.4531269669532776,89.6217269897461,detailed,3,87.95562744140625,0.49370893836021423
0.4525197744369507,89.6217269897461,detailed,3,87.95562744140625,0.4932112693786621
0.45192086696624756,89.55706787109375,detailed,3,87.95562744140625,0.4927213490009308
0.45132678747177124,89.55706787109375,detailed,3,87.95562744140625,0.4922437071800232
0.4507357180118561,89.58939361572266,detailed,3,87.95562744140625,0.4917629361152649
0.4501577317714691,89.55706787109375,detailed,3,87.95562744140625,0.49129828810691833
0.4495866596698761,89.6217269897461,detailed,3,87.95562744140625,0.4908563494682312
