test_loss,i_set,test_acc,train_loss,dataset,train_acc
0.6737927794456482,2,88.00648498535156,0.4715765416622162,detailed,89.05696868896484
0.6728235483169556,2,88.00648498535156,0.4710310399532318,detailed,89.05696868896484
0.6718615293502808,2,88.1685562133789,0.4704889953136444,detailed,89.05696868896484
0.6709052324295044,2,88.1685562133789,0.46995100378990173,detailed,89.08915710449219
0.669954776763916,2,88.1685562133789,0.4694184958934784,detailed,89.05696868896484
0.6690105199813843,2,88.1685562133789,0.46889257431030273,detailed,89.08915710449219
0.6680762767791748,2,88.1685562133789,0.46837344765663147,detailed,89.121337890625
0.6671540141105652,2,88.1685562133789,0.4678604304790497,detailed,89.15352630615234
0.6662371754646301,2,88.1685562133789,0.46735289692878723,detailed,89.18570709228516
0.6653251647949219,2,88.1685562133789,0.46684905886650085,detailed,89.18570709228516
0.664417564868927,2,88.1685562133789,0.4663476347923279,detailed,89.2178955078125
0.6635097861289978,2,88.1685562133789,0.4658487141132355,detailed,89.25008392333984
0.6625971794128418,2,88.1685562133789,0.4653525650501251,detailed,89.314453125
0.6616812348365784,2,88.1685562133789,0.46485593914985657,detailed,89.28226470947266
0.6607611775398254,2,88.1685562133789,0.4643588364124298,detailed,89.18570709228516
0.659835159778595,2,88.1685562133789,0.46386054158210754,detailed,89.18570709228516
0.6589057445526123,2,88.33063507080078,0.46336063742637634,detailed,89.15352630615234
0.6579704880714417,2,88.33063507080078,0.4628598988056183,detailed,89.18570709228516
0.6570301651954651,2,88.1685562133789,0.46235746145248413,detailed,89.25008392333984
0.6560846567153931,2,88.1685562133789,0.46185410022735596,detailed,89.2178955078125
0.6551305055618286,2,88.1685562133789,0.46134793758392334,detailed,89.2178955078125
0.6541599631309509,2,88.1685562133789,0.4608387351036072,detailed,89.2178955078125
0.6531749367713928,2,88.1685562133789,0.46032223105430603,detailed,89.18570709228516
0.6521772742271423,2,88.1685562133789,0.45979905128479004,detailed,89.18570709228516
0.65117347240448,2,88.00648498535156,0.4592740833759308,detailed,89.15352630615234
0.650177538394928,2,88.00648498535156,0.4587495028972626,detailed,89.15352630615234
0.6491848230361938,2,88.00648498535156,0.4582294821739197,detailed,89.15352630615234
0.6481920480728149,2,87.84440612792969,0.4577142000198364,detailed,89.15352630615234
0.6471951007843018,2,88.00648498535156,0.45719972252845764,detailed,89.15352630615234
0.6461905837059021,2,88.00648498535156,0.4566831886768341,detailed,89.15352630615234
0.6451820731163025,2,88.00648498535156,0.4561648368835449,detailed,89.2178955078125
0.6441684365272522,2,88.00648498535156,0.4556455612182617,detailed,89.18570709228516
0.6431493163108826,2,88.00648498535156,0.4551255702972412,detailed,89.2178955078125
0.6421299576759338,2,88.00648498535156,0.4546079635620117,detailed,89.25008392333984
0.6411092281341553,2,88.00648498535156,0.4540915787220001,detailed,89.25008392333984
0.6400835514068604,2,88.1685562133789,0.4535757899284363,detailed,89.25008392333984
0.6390518546104431,2,88.1685562133789,0.45306017994880676,detailed,89.314453125
0.6380137205123901,2,88.1685562133789,0.4525439143180847,detailed,89.34663391113281
0.6369689106941223,2,88.1685562133789,0.4520278573036194,detailed,89.314453125
0.6359233856201172,2,88.1685562133789,0.4515104293823242,detailed,89.314453125
0.6348780989646912,2,88.00648498535156,0.4509951174259186,detailed,89.34663391113281
0.6338444352149963,2,88.00648498535156,0.45048439502716064,detailed,89.37882232666016
0.6328264474868774,2,88.00648498535156,0.4499886929988861,detailed,89.37882232666016
0.6318091154098511,2,87.84440612792969,0.44949889183044434,detailed,89.4110107421875
0.6307917237281799,2,87.84440612792969,0.4490111768245697,detailed,89.4110107421875
0.6297688484191895,2,88.00648498535156,0.4485214054584503,detailed,89.4110107421875
0.6287379860877991,2,88.33063507080078,0.44802987575531006,detailed,89.4110107421875
0.6276972889900208,2,88.49270629882812,0.44753775000572205,detailed,89.44319152832031
0.6266478300094604,2,88.49270629882812,0.44704470038414,detailed,89.44319152832031
0.6255903244018555,2,88.49270629882812,0.44655147194862366,detailed,89.44319152832031
0.62452632188797,2,88.49270629882812,0.44605815410614014,detailed,89.44319152832031
0.6234555840492249,2,88.49270629882812,0.44556576013565063,detailed,89.47537994384766
0.6223776340484619,2,88.49270629882812,0.44507455825805664,detailed,89.50756072998047
0.6212947368621826,2,88.49270629882812,0.44458314776420593,detailed,89.53974914550781
0.6202009916305542,2,88.49270629882812,0.44409143924713135,detailed,89.57193756103516
0.6190906763076782,2,88.49270629882812,0.44359609484672546,detailed,89.57193756103516
0.617962121963501,2,88.49270629882812,0.44310033321380615,detailed,89.53974914550781
0.6168239712715149,2,88.49270629882812,0.4426009953022003,detailed,89.53974914550781
0.615679144859314,2,88.49270629882812,0.4421018064022064,detailed,89.50756072998047
0.6145280599594116,2,88.49270629882812,0.4416033625602722,detailed,89.44319152832031
0.6133685111999512,2,88.49270629882812,0.4411061704158783,detailed,89.44319152832031
0.6122018694877625,2,88.49270629882812,0.4406108856201172,detailed,89.44319152832031
0.6110308766365051,2,88.65477752685547,0.4401179552078247,detailed,89.44319152832031
0.6098578572273254,2,88.65477752685547,0.43962812423706055,detailed,89.47537994384766
0.6086806654930115,2,88.65477752685547,0.4391416013240814,detailed,89.47537994384766
0.6075003743171692,2,88.65477752685547,0.43865886330604553,detailed,89.44319152832031
0.6063175797462463,2,88.33063507080078,0.4381805658340454,detailed,89.47537994384766
0.6051343679428101,2,88.49270629882812,0.4377075731754303,detailed,89.47537994384766
0.6039524674415588,2,88.49270629882812,0.437240332365036,detailed,89.50756072998047
0.6027716398239136,2,88.49270629882812,0.43678000569343567,detailed,89.47537994384766
0.6015937924385071,2,88.49270629882812,0.4363270401954651,detailed,89.50756072998047
0.6004184484481812,2,88.49270629882812,0.43588194251060486,detailed,89.53974914550781
0.5992469787597656,2,88.33063507080078,0.4354453980922699,detailed,89.53974914550781
0.5980817675590515,2,88.33063507080078,0.43501797318458557,detailed,89.47537994384766
0.5969280004501343,2,88.33063507080078,0.4345996081829071,detailed,89.47537994384766
0.595784068107605,2,88.33063507080078,0.4341926574707031,detailed,89.53974914550781
0.5946476459503174,2,88.33063507080078,0.4337975084781647,detailed,89.57193756103516
0.5935184359550476,2,88.33063507080078,0.4334118366241455,detailed,89.53974914550781
0.592397153377533,2,88.33063507080078,0.4330342411994934,detailed,89.50756072998047
0.5912860035896301,2,88.33063507080078,0.4326677918434143,detailed,89.47537994384766
0.5901721715927124,2,88.33063507080078,0.4323158860206604,detailed,89.50756072998047
0.5890578627586365,2,88.33063507080078,0.43197154998779297,detailed,89.50756072998047
0.5879446268081665,2,88.33063507080078,0.4316374659538269,detailed,89.50756072998047
0.5868366956710815,2,88.33063507080078,0.4313202202320099,detailed,89.53974914550781
0.585741400718689,2,88.33063507080078,0.4310140907764435,detailed,89.53974914550781
0.5846613049507141,2,88.33063507080078,0.43072181940078735,detailed,89.57193756103516
0.5835962891578674,2,88.33063507080078,0.4304448366165161,detailed,89.57193756103516
0.5825488567352295,2,88.33063507080078,0.43018296360969543,detailed,89.60411834716797
0.5815282464027405,2,88.33063507080078,0.42993706464767456,detailed,89.60411834716797
0.5805360078811646,2,88.33063507080078,0.4297091066837311,detailed,89.63630676269531
0.5795719027519226,2,88.33063507080078,0.4295005202293396,detailed,89.66848754882812
0.5786363482475281,2,88.33063507080078,0.4293104112148285,detailed,89.70067596435547
0.5777320861816406,2,88.33063507080078,0.4291384816169739,detailed,89.66848754882812
0.5768625140190125,2,88.33063507080078,0.4289838373661041,detailed,89.66848754882812
0.57602858543396,2,88.33063507080078,0.4288465678691864,detailed,89.70067596435547
0.5752329230308533,2,88.49270629882812,0.42872563004493713,detailed,89.70067596435547
0.5744771361351013,2,88.49270629882812,0.42862021923065186,detailed,89.73286437988281
0.5737633109092712,2,88.49270629882812,0.42852941155433655,detailed,89.73286437988281
0.5730938911437988,2,88.49270629882812,0.42845186591148376,detailed,89.73286437988281
0.5724666714668274,2,88.65477752685547,0.4283863604068756,detailed,89.73286437988281
0.5718804597854614,2,88.65477752685547,0.42833107709884644,detailed,89.66848754882812
0.5713345408439636,2,88.65477752685547,0.42828330397605896,detailed,89.70067596435547
0.5708349943161011,2,88.49270629882812,0.42824360728263855,detailed,89.66848754882812
0.570389986038208,2,88.49270629882812,0.4282100796699524,detailed,89.63630676269531
0.5699887275695801,2,88.49270629882812,0.42818641662597656,detailed,89.66848754882812
0.5696275234222412,2,88.49270629882812,0.4281683564186096,detailed,89.70067596435547
0.5693065524101257,2,88.49270629882812,0.4281533360481262,detailed,89.73286437988281
0.5690264105796814,2,88.65477752685547,0.42814019322395325,detailed,89.76504516601562
0.568786084651947,2,88.65477752685547,0.428127646446228,detailed,89.73286437988281
0.5685842037200928,2,88.65477752685547,0.4281148314476013,detailed,89.73286437988281
0.5684191584587097,2,88.65477752685547,0.42810124158859253,detailed,89.73286437988281
0.5682907104492188,2,88.65477752685547,0.4280865490436554,detailed,89.73286437988281
0.56819748878479,2,88.65477752685547,0.4280700981616974,detailed,89.73286437988281
0.5681390762329102,2,88.65477752685547,0.4280516803264618,detailed,89.73286437988281
0.5681107044219971,2,88.65477752685547,0.42803144454956055,detailed,89.73286437988281
0.5681069493293762,2,88.65477752685547,0.428009033203125,detailed,89.73286437988281
0.568125307559967,2,88.65477752685547,0.42798495292663574,detailed,89.73286437988281
0.568164587020874,2,88.65477752685547,0.4279591143131256,detailed,89.73286437988281
0.5682226419448853,2,88.65477752685547,0.4279322624206543,detailed,89.73286437988281
0.5682983994483948,2,88.65477752685547,0.427904337644577,detailed,89.73286437988281
0.5683886408805847,2,88.65477752685547,0.4278753399848938,detailed,89.73286437988281
0.5684890747070312,2,88.65477752685547,0.42784661054611206,detailed,89.73286437988281
0.5685964822769165,2,88.65477752685547,0.42781758308410645,detailed,89.73286437988281
0.5687084197998047,2,88.65477752685547,0.4277888238430023,detailed,89.73286437988281
0.5688222050666809,2,88.65477752685547,0.4277603328227997,detailed,89.73286437988281
0.568935215473175,2,88.49270629882812,0.4277321398258209,detailed,89.73286437988281
0.569047212600708,2,88.49270629882812,0.4277043640613556,detailed,89.70067596435547
0.5691558718681335,2,88.49270629882812,0.42767685651779175,detailed,89.70067596435547
0.569258987903595,2,88.49270629882812,0.42764949798583984,detailed,89.70067596435547
0.5693554878234863,2,88.49270629882812,0.42762207984924316,detailed,89.70067596435547
0.5694431662559509,2,88.49270629882812,0.4275948703289032,detailed,89.70067596435547
0.5695232152938843,2,88.49270629882812,0.42756763100624084,detailed,89.70067596435547
0.5695949792861938,2,88.49270629882812,0.42754000425338745,detailed,89.73286437988281
0.5696592926979065,2,88.49270629882812,0.4275122284889221,detailed,89.73286437988281
0.5697126984596252,2,88.49270629882812,0.42748409509658813,detailed,89.76504516601562
0.5697578191757202,2,88.49270629882812,0.4274548590183258,detailed,89.76504516601562
0.5697964429855347,2,88.49270629882812,0.4274245500564575,detailed,89.76504516601562
0.5698303580284119,2,88.49270629882812,0.42739272117614746,detailed,89.76504516601562
0.5698618292808533,2,88.49270629882812,0.4273592531681061,detailed,89.73286437988281
0.5698858499526978,2,88.49270629882812,0.42732566595077515,detailed,89.73286437988281
0.5699013471603394,2,88.65477752685547,0.42729178071022034,detailed,89.73286437988281
0.569908082485199,2,88.65477752685547,0.42725661396980286,detailed,89.73286437988281
0.5699085593223572,2,88.65477752685547,0.427219957113266,detailed,89.73286437988281
0.5699002146720886,2,88.65477752685547,0.4271811842918396,detailed,89.73286437988281
0.5698850750923157,2,88.65477752685547,0.42714032530784607,detailed,89.73286437988281
0.5698656439781189,2,88.65477752685547,0.42709773778915405,detailed,89.76504516601562
0.5698416233062744,2,88.65477752685547,0.4270542860031128,detailed,89.76504516601562
0.5698105096817017,2,88.65477752685547,0.4270094037055969,detailed,89.76504516601562
0.569771409034729,2,88.65477752685547,0.426963210105896,detailed,89.76504516601562
0.5697306990623474,2,88.65477752685547,0.4269169270992279,detailed,89.76504516601562
0.5696861147880554,2,88.65477752685547,0.4268701672554016,detailed,89.79723358154297
0.5696402192115784,2,88.65477752685547,0.4268207848072052,detailed,89.79723358154297
0.569594144821167,2,88.65477752685547,0.4267696440219879,detailed,89.79723358154297
0.5695475935935974,2,88.65477752685547,0.4267178475856781,detailed,89.79723358154297
0.5694994926452637,2,88.65477752685547,0.4266659617424011,detailed,89.76504516601562
0.5694461464881897,2,88.65477752685547,0.426613986492157,detailed,89.76504516601562
0.569387674331665,2,88.65477752685547,0.42656129598617554,detailed,89.76504516601562
0.569324254989624,2,88.65477752685547,0.42650723457336426,detailed,89.76504516601562
0.5692558288574219,2,88.65477752685547,0.4264522194862366,detailed,89.76504516601562
0.5691859722137451,2,88.65477752685547,0.4263957142829895,detailed,89.76504516601562
0.5691183805465698,2,88.65477752685547,0.42633816599845886,detailed,89.76504516601562
0.5690556764602661,2,88.65477752685547,0.42627954483032227,detailed,89.76504516601562
0.568998396396637,2,88.65477752685547,0.42621952295303345,detailed,89.76504516601562
0.568946361541748,2,88.65477752685547,0.4261575937271118,detailed,89.76504516601562
0.5688945651054382,2,88.65477752685547,0.4260946810245514,detailed,89.76504516601562
0.5688457489013672,2,88.65477752685547,0.426030695438385,detailed,89.76504516601562
0.5688000917434692,2,88.65477752685547,0.42596566677093506,detailed,89.76504516601562
0.5687585473060608,2,88.65477752685547,0.4258997440338135,detailed,89.76504516601562
0.5687204003334045,2,88.65477752685547,0.4258320927619934,detailed,89.76504516601562
0.5686811804771423,2,88.65477752685547,0.4257631003856659,detailed,89.79723358154297
