train_loss,train_acc,dataset,i_set,test_acc,test_loss
0.5247109532356262,88.49871063232422,detailed,6,89.19355010986328,0.513968288898468
0.5241259336471558,88.46649169921875,detailed,6,89.19355010986328,0.5134751200675964
0.523533821105957,88.49871063232422,detailed,6,89.19355010986328,0.5129765868186951
0.5229328274726868,88.49871063232422,detailed,6,89.19355010986328,0.512470006942749
0.5223215222358704,88.56314086914062,detailed,6,89.19355010986328,0.5119503736495972
0.5217003226280212,88.56314086914062,detailed,6,89.19355010986328,0.5114238262176514
0.5210712552070618,88.62757873535156,detailed,6,89.19355010986328,0.5108942985534668
0.5204354524612427,88.62757873535156,detailed,6,89.19355010986328,0.5103574395179749
0.5197927355766296,88.53092956542969,detailed,6,89.3548355102539,0.5098147392272949
0.5191406607627869,88.53092956542969,detailed,6,89.3548355102539,0.509265124797821
0.5184789299964905,88.53092956542969,detailed,6,89.3548355102539,0.5087115168571472
0.5178085565567017,88.53092956542969,detailed,6,89.3548355102539,0.5081519484519958
0.5171290040016174,88.56314086914062,detailed,6,89.3548355102539,0.507586658000946
0.5164404511451721,88.56314086914062,detailed,6,89.3548355102539,0.5070154666900635
0.5157418251037598,88.56314086914062,detailed,6,89.3548355102539,0.5064377784729004
0.5150332450866699,88.56314086914062,detailed,6,89.3548355102539,0.5058532357215881
0.5143153667449951,88.69200897216797,detailed,6,89.3548355102539,0.5052599310874939
0.513587474822998,88.78865814208984,detailed,6,89.3548355102539,0.5046544671058655
0.5128480195999146,88.78865814208984,detailed,6,89.3548355102539,0.5040444731712341
0.5120977163314819,88.7564468383789,detailed,6,89.3548355102539,0.5034283399581909
0.5113362669944763,88.72422790527344,detailed,6,89.3548355102539,0.5028022527694702
0.5105659365653992,88.7564468383789,detailed,6,89.3548355102539,0.5021679401397705
0.5097864270210266,88.7564468383789,detailed,6,89.3548355102539,0.5015237927436829
0.508996307849884,88.7564468383789,detailed,6,89.3548355102539,0.5008721351623535
0.5081956386566162,88.7564468383789,detailed,6,89.3548355102539,0.5002145767211914
0.5073823928833008,88.82087707519531,detailed,6,89.3548355102539,0.49954405426979065
0.5065556764602661,88.85309600830078,detailed,6,89.51612854003906,0.498864084482193
0.5057162046432495,88.85309600830078,detailed,6,89.3548355102539,0.49817538261413574
0.5048661828041077,88.85309600830078,detailed,6,89.3548355102539,0.497480183839798
0.5040067434310913,88.82087707519531,detailed,6,89.3548355102539,0.49678561091423035
0.5031384825706482,88.85309600830078,detailed,6,89.51612854003906,0.4960836172103882
0.5022615790367126,88.82087707519531,detailed,6,89.51612854003906,0.4953750967979431
0.5013756155967712,88.85309600830078,detailed,6,89.67742156982422,0.49465739727020264
0.50047767162323,88.85309600830078,detailed,6,89.83870697021484,0.4939304292201996
0.4995671808719635,88.88530731201172,detailed,6,90.16129302978516,0.49319446086883545
0.49864423274993896,88.88530731201172,detailed,6,90.16129302978516,0.492449551820755
0.49770841002464294,88.85309600830078,detailed,6,90.16129302978516,0.4916962683200836
0.4967603087425232,88.85309600830078,detailed,6,90.16129302978516,0.4909372925758362
0.4958038926124573,88.78865814208984,detailed,6,90.16129302978516,0.49017563462257385
0.49484407901763916,88.78865814208984,detailed,6,90.16129302978516,0.4894144833087921
0.49389293789863586,88.82087707519531,detailed,6,90.16129302978516,0.48865512013435364
0.49295157194137573,88.85309600830078,detailed,6,90.16129302978516,0.48790502548217773
0.492008775472641,88.85309600830078,detailed,6,90.16129302978516,0.48715847730636597
0.4910610020160675,88.82087707519531,detailed,6,90.16129302978516,0.4864221215248108
0.49010974168777466,88.85309600830078,detailed,6,90.32257843017578,0.48569729924201965
0.4891605079174042,88.82087707519531,detailed,6,90.32257843017578,0.48497480154037476
0.48821061849594116,88.82087707519531,detailed,6,90.32257843017578,0.48425453901290894
0.48727238178253174,88.82087707519531,detailed,6,90.16129302978516,0.48352640867233276
0.48634377121925354,88.82087707519531,detailed,6,90.16129302978516,0.4828016757965088
