train_acc,test_acc,i_set,train_loss,dataset,test_loss
92.80701446533203,90.31690216064453,4,0.32768580317497253,systemic,0.45626991987228394
92.80701446533203,90.31690216064453,4,0.327066034078598,systemic,0.4554073214530945
92.80701446533203,90.31690216064453,4,0.32646703720092773,systemic,0.45454326272010803
92.80701446533203,90.31690216064453,4,0.32586801052093506,systemic,0.45367762446403503
92.84210205078125,90.31690216064453,4,0.3252679705619812,systemic,0.4527992904186249
92.87718963623047,90.31690216064453,4,0.3246604800224304,systemic,0.4519219696521759
92.91227722167969,90.49295806884766,4,0.3240492641925812,systemic,0.45104876160621643
92.91227722167969,90.49295806884766,4,0.3234465420246124,systemic,0.4502022862434387
92.91227722167969,90.66901397705078,4,0.3228546977043152,systemic,0.4493912160396576
92.91227722167969,90.66901397705078,4,0.32229214906692505,systemic,0.44859957695007324
92.9473648071289,90.66901397705078,4,0.32174593210220337,systemic,0.44781994819641113
92.9473648071289,90.66901397705078,4,0.3212091326713562,systemic,0.4470413625240326
92.9473648071289,90.66901397705078,4,0.32067278027534485,systemic,0.4462633728981018
92.9473648071289,90.49295806884766,4,0.32013633847236633,systemic,0.44550764560699463
92.98245239257812,90.49295806884766,4,0.3196134865283966,systemic,0.4447864890098572
92.98245239257812,90.49295806884766,4,0.31910786032676697,systemic,0.44407889246940613
92.98245239257812,90.31690216064453,4,0.3186176121234894,systemic,0.44337141513824463
93.01754760742188,90.31690216064453,4,0.31812813878059387,systemic,0.44265419244766235
93.0526351928711,90.31690216064453,4,0.3176346719264984,systemic,0.44192641973495483
93.01754760742188,90.31690216064453,4,0.3171352446079254,systemic,0.4411914348602295
93.01754760742188,90.1408462524414,4,0.31663021445274353,systemic,0.44044697284698486
93.01754760742188,90.1408462524414,4,0.31611698865890503,systemic,0.43968749046325684
93.01754760742188,90.1408462524414,4,0.3155977427959442,systemic,0.4389084279537201
92.98245239257812,90.1408462524414,4,0.31507012248039246,systemic,0.43811115622520447
93.01754760742188,90.1408462524414,4,0.3145291805267334,systemic,0.43730199337005615
93.01754760742188,90.1408462524414,4,0.31397590041160583,systemic,0.4364768862724304
93.0526351928711,90.1408462524414,4,0.3134119212627411,systemic,0.4356381297111511
93.0526351928711,90.1408462524414,4,0.3128378391265869,systemic,0.4347856640815735
93.08772277832031,90.1408462524414,4,0.31225407123565674,systemic,0.4339192807674408
93.12281036376953,90.1408462524414,4,0.311662495136261,systemic,0.43303850293159485
93.12281036376953,90.1408462524414,4,0.3110627830028534,systemic,0.43214237689971924
93.12281036376953,90.1408462524414,4,0.31045544147491455,systemic,0.4312359392642975
93.12281036376953,90.1408462524414,4,0.3098377287387848,systemic,0.4303169548511505
93.12281036376953,90.1408462524414,4,0.3092134892940521,systemic,0.4293749928474426
93.12281036376953,90.1408462524414,4,0.30857229232788086,systemic,0.4284111261367798
93.12281036376953,90.1408462524414,4,0.30791378021240234,systemic,0.42742273211479187
93.12281036376953,90.1408462524414,4,0.30724361538887024,systemic,0.4264192581176758
93.12281036376953,90.1408462524414,4,0.3065643608570099,systemic,0.42540642619132996
93.12281036376953,90.1408462524414,4,0.30587926506996155,systemic,0.42439329624176025
93.15789794921875,90.1408462524414,4,0.30519217252731323,systemic,0.42337900400161743
93.19298553466797,90.1408462524414,4,0.3045089542865753,systemic,0.4223578870296478
93.19298553466797,90.1408462524414,4,0.303823858499527,systemic,0.42132818698883057
93.22807312011719,90.1408462524414,4,0.3031342625617981,systemic,0.42029252648353577
93.22807312011719,90.1408462524414,4,0.30244168639183044,systemic,0.41925138235092163
93.2631607055664,90.1408462524414,4,0.3017486035823822,systemic,0.4181995093822479
93.2631607055664,90.1408462524414,4,0.3010518252849579,systemic,0.41713446378707886
93.2631607055664,90.1408462524414,4,0.3003470301628113,systemic,0.4160553812980652
93.29824829101562,90.1408462524414,4,0.2996348440647125,systemic,0.41496145725250244
93.29824829101562,90.1408462524414,4,0.29891520738601685,systemic,0.4138537645339966
93.33333587646484,90.1408462524414,4,0.29818788170814514,systemic,0.41273143887519836
93.36842346191406,90.1408462524414,4,0.2974526286125183,systemic,0.4115932285785675
93.36842346191406,90.1408462524414,4,0.29670920968055725,systemic,0.4104391634464264
93.33333587646484,90.1408462524414,4,0.29595738649368286,systemic,0.4092694818973541
93.33333587646484,90.1408462524414,4,0.29519757628440857,systemic,0.4080858528614044
93.36842346191406,89.96479034423828,4,0.29443010687828064,systemic,0.40688806772232056
93.36842346191406,89.96479034423828,4,0.2936554253101349,systemic,0.40567681193351746
93.36842346191406,89.96479034423828,4,0.29287439584732056,systemic,0.40445053577423096
93.33333587646484,89.96479034423828,4,0.29208672046661377,systemic,0.4032088816165924
93.33333587646484,89.96479034423828,4,0.2912919521331787,systemic,0.4019523561000824
93.29824829101562,89.96479034423828,4,0.2904902696609497,systemic,0.4006810188293457
