i_set,dataset,train_acc,train_loss,test_loss,test_acc
6,systemic,92.46935272216797,0.35325029492378235,0.5735171437263489,89.69804382324219
6,systemic,92.5394058227539,0.35265013575553894,0.572499692440033,89.69804382324219
6,systemic,92.5394058227539,0.3520529270172119,0.5714850425720215,89.69804382324219
6,systemic,92.5394058227539,0.35145896673202515,0.5704683065414429,89.69804382324219
6,systemic,92.5394058227539,0.35086581110954285,0.5694503784179688,89.69804382324219
6,systemic,92.5394058227539,0.35027340054512024,0.5684319138526917,89.69804382324219
6,systemic,92.5394058227539,0.34968146681785583,0.5674140453338623,89.69804382324219
6,systemic,92.5394058227539,0.3490909934043884,0.5664013028144836,89.69804382324219
6,systemic,92.5394058227539,0.34850484132766724,0.5654193758964539,89.69804382324219
6,systemic,92.5394058227539,0.3479316532611847,0.5644612312316895,89.69804382324219
6,systemic,92.5394058227539,0.34737783670425415,0.5635177493095398,89.69804382324219
6,systemic,92.5394058227539,0.3468337655067444,0.5625745058059692,89.69804382324219
6,systemic,92.5394058227539,0.3462904393672943,0.5616238117218018,89.69804382324219
6,systemic,92.5394058227539,0.3457430899143219,0.5606635212898254,89.69804382324219
6,systemic,92.57443237304688,0.3451898396015167,0.5596938133239746,89.69804382324219
6,systemic,92.60945892333984,0.34463047981262207,0.5587102770805359,89.69804382324219
6,systemic,92.60945892333984,0.3440656065940857,0.5577152967453003,89.69804382324219
6,systemic,92.64448547363281,0.343496173620224,0.5567118525505066,89.69804382324219
6,systemic,92.64448547363281,0.34292203187942505,0.5557016134262085,89.52042388916016
6,systemic,92.64448547363281,0.3423432409763336,0.5546839833259583,89.69804382324219
6,systemic,92.64448547363281,0.3417612314224243,0.5536631941795349,89.69804382324219
6,systemic,92.64448547363281,0.34117862582206726,0.552664577960968,89.69804382324219
6,systemic,92.64448547363281,0.340609073638916,0.5517193675041199,89.69804382324219
6,systemic,92.64448547363281,0.34007129073143005,0.5507894158363342,89.69804382324219
6,systemic,92.64448547363281,0.33954256772994995,0.5498541593551636,89.69804382324219
6,systemic,92.71453857421875,0.33900973200798035,0.548908531665802,89.69804382324219
6,systemic,92.74956512451172,0.3384752571582794,0.5479546785354614,89.69804382324219
6,systemic,92.74956512451172,0.3379388451576233,0.5470101833343506,89.69804382324219
6,systemic,92.74956512451172,0.33740803599357605,0.5461277365684509,89.69804382324219
6,systemic,92.71453857421875,0.3369126319885254,0.5453574061393738,89.69804382324219
6,systemic,92.71453857421875,0.3364804685115814,0.5446183085441589,89.69804382324219
6,systemic,92.74956512451172,0.33606472611427307,0.5438798666000366,89.69804382324219
6,systemic,92.74956512451172,0.33565032482147217,0.5431380271911621,89.69804382324219
6,systemic,92.74956512451172,0.3352348208427429,0.5423930883407593,89.69804382324219
6,systemic,92.81961822509766,0.33481791615486145,0.5416437387466431,89.69804382324219
6,systemic,92.81961822509766,0.33439886569976807,0.5408980250358582,89.69804382324219
6,systemic,92.81961822509766,0.3339802026748657,0.5401579141616821,89.69804382324219
6,systemic,92.78459167480469,0.3335663676261902,0.5394296050071716,89.69804382324219
6,systemic,92.78459167480469,0.33315959572792053,0.5387027263641357,89.69804382324219
6,systemic,92.81961822509766,0.33275341987609863,0.5379921793937683,89.69804382324219
6,systemic,92.81961822509766,0.3323582708835602,0.5373282432556152,89.69804382324219
6,systemic,92.78459167480469,0.3319927453994751,0.5366809368133545,89.69804382324219
6,systemic,92.78459167480469,0.3316313922405243,0.5360185503959656,89.69804382324219
6,systemic,92.78459167480469,0.33126288652420044,0.5353431701660156,89.87566375732422
6,systemic,92.78459167480469,0.3308860659599304,0.5346522927284241,89.87566375732422
6,systemic,92.78459167480469,0.33050036430358887,0.5339464545249939,89.87566375732422
6,systemic,92.78459167480469,0.3301066756248474,0.5332269072532654,90.05328369140625
6,systemic,92.81961822509766,0.3297053277492523,0.5324947834014893,90.23090362548828
6,systemic,92.81961822509766,0.32929715514183044,0.531749963760376,90.23090362548828
6,systemic,92.81961822509766,0.3288824260234833,0.5309938788414001,90.23090362548828
6,systemic,92.81961822509766,0.3284617066383362,0.5302268862724304,90.23090362548828
6,systemic,92.81961822509766,0.32803529500961304,0.5294484496116638,90.23090362548828
6,systemic,92.81961822509766,0.32760322093963623,0.5286583304405212,90.23090362548828
6,systemic,92.81961822509766,0.32716476917266846,0.5278548002243042,90.23090362548828
6,systemic,92.81961822509766,0.3267190456390381,0.5270355343818665,90.23090362548828
6,systemic,92.81961822509766,0.3262655735015869,0.5262003540992737,90.23090362548828
6,systemic,92.81961822509766,0.3258034884929657,0.5253445506095886,90.23090362548828
6,systemic,92.81961822509766,0.32533159852027893,0.5244617462158203,90.23090362548828
6,systemic,92.88966369628906,0.3248457610607147,0.5235409140586853,90.05328369140625
6,systemic,92.88966369628906,0.3243386149406433,0.5225780606269836,90.23090362548828
6,systemic,92.88966369628906,0.32381048798561096,0.521584153175354,90.23090362548828
6,systemic,92.88966369628906,0.32326558232307434,0.5205617547035217,90.23090362548828
6,systemic,92.92469024658203,0.32270604372024536,0.5195122361183167,90.23090362548828
6,systemic,92.92469024658203,0.32213255763053894,0.518436074256897,90.23090362548828
6,systemic,92.92469024658203,0.3215455412864685,0.5173336863517761,90.23090362548828
6,systemic,92.88966369628906,0.32094553112983704,0.516205906867981,90.23090362548828
6,systemic,92.88966369628906,0.32033321261405945,0.5150526165962219,90.23090362548828
6,systemic,92.85464477539062,0.31970784068107605,0.5138728618621826,90.05328369140625
6,systemic,92.85464477539062,0.31906986236572266,0.5126686692237854,90.05328369140625
6,systemic,92.85464477539062,0.318419486284256,0.5114383101463318,90.05328369140625
6,systemic,92.81961822509766,0.3177565634250641,0.5101840496063232,90.05328369140625
6,systemic,92.81961822509766,0.31708142161369324,0.508903980255127,90.05328369140625
6,systemic,92.88966369628906,0.31639420986175537,0.5075981616973877,90.05328369140625
6,systemic,92.88966369628906,0.3156956136226654,0.5062664747238159,90.05328369140625
6,systemic,92.88966369628906,0.3149861693382263,0.5049105882644653,90.05328369140625
6,systemic,92.88966369628906,0.3142649829387665,0.5035296678543091,90.05328369140625
6,systemic,92.92469024658203,0.31353139877319336,0.5021234750747681,90.05328369140625
6,systemic,93.02976989746094,0.31278544664382935,0.5006895661354065,90.05328369140625
6,systemic,93.02976989746094,0.31202682852745056,0.49922943115234375,90.05328369140625
6,systemic,93.02976989746094,0.31125593185424805,0.4977412819862366,90.05328369140625
6,systemic,93.0647964477539,0.31047287583351135,0.49622514843940735,90.23090362548828
6,systemic,93.02976989746094,0.30967703461647034,0.4946819245815277,90.23090362548828
6,systemic,92.959716796875,0.3088679909706116,0.49310922622680664,90.23090362548828
6,systemic,93.02976989746094,0.30804643034935,0.4915061593055725,90.23090362548828
6,systemic,93.02976989746094,0.30721157789230347,0.48987138271331787,90.23090362548828
6,systemic,93.02976989746094,0.30636337399482727,0.48820504546165466,90.23090362548828
6,systemic,92.959716796875,0.30550163984298706,0.4865061342716217,90.23090362548828
6,systemic,92.99474334716797,0.30462646484375,0.48477503657341003,90.40852355957031
6,systemic,92.99474334716797,0.3037378489971161,0.4830128252506256,90.23090362548828
6,systemic,92.99474334716797,0.3028363287448883,0.4812188446521759,90.23090362548828
6,systemic,93.0647964477539,0.3019223213195801,0.4793936014175415,90.23090362548828
6,systemic,93.09982299804688,0.300996333360672,0.4775363504886627,90.23090362548828
6,systemic,93.09982299804688,0.3000584542751312,0.47564634680747986,90.23090362548828
6,systemic,93.09982299804688,0.2991085350513458,0.47372493147850037,90.23090362548828
6,systemic,93.09982299804688,0.298147588968277,0.4717717468738556,90.23090362548828
6,systemic,93.09982299804688,0.29717564582824707,0.4697866439819336,90.23090362548828
6,systemic,93.13484954833984,0.2961931824684143,0.467769056558609,90.23090362548828
6,systemic,93.16987609863281,0.29520073533058167,0.465721070766449,90.23090362548828
6,systemic,93.20490264892578,0.2941989004611969,0.463643878698349,90.23090362548828
6,systemic,93.23992919921875,0.2931877076625824,0.4615382254123688,90.23090362548828
6,systemic,93.23992919921875,0.29216861724853516,0.4594053328037262,90.23090362548828
6,systemic,93.23992919921875,0.2911418378353119,0.4572424292564392,90.40852355957031
6,systemic,93.27495574951172,0.2901073694229126,0.45505136251449585,90.40852355957031
6,systemic,93.30998229980469,0.2890660762786865,0.45283082127571106,90.40852355957031
6,systemic,93.30998229980469,0.2880193293094635,0.45058032870292664,90.40852355957031
6,systemic,93.27495574951172,0.2869664430618286,0.44830137491226196,90.40852355957031
6,systemic,93.27495574951172,0.285908043384552,0.4459855258464813,90.40852355957031
6,systemic,93.27495574951172,0.2848438322544098,0.44360655546188354,90.40852355957031
6,systemic,93.23992919921875,0.28375959396362305,0.4411841332912445,90.40852355957031
6,systemic,93.20490264892578,0.28266140818595886,0.43871399760246277,90.40852355957031
6,systemic,93.23992919921875,0.28155428171157837,0.4362042248249054,90.40852355957031
6,systemic,93.20490264892578,0.28044426441192627,0.43366703391075134,90.58614349365234
6,systemic,93.27495574951172,0.2793344259262085,0.43110546469688416,90.58614349365234
6,systemic,93.34500885009766,0.27822771668434143,0.4285224378108978,90.58614349365234
6,systemic,93.4150619506836,0.2771254777908325,0.42591893672943115,90.58614349365234
6,systemic,93.38003540039062,0.27602970600128174,0.42329832911491394,90.58614349365234
6,systemic,93.34500885009766,0.274943470954895,0.4206611216068268,90.58614349365234
6,systemic,93.27495574951172,0.27386781573295593,0.41801026463508606,90.58614349365234
6,systemic,93.38003540039062,0.2728026509284973,0.41535019874572754,90.40852355957031
6,systemic,93.38003540039062,0.27175211906433105,0.41268303990364075,91.11900329589844
6,systemic,93.4150619506836,0.2707173228263855,0.41000857949256897,91.11900329589844
6,systemic,93.4150619506836,0.26969990134239197,0.4073294699192047,91.4742431640625
6,systemic,93.4150619506836,0.2687009274959564,0.404649943113327,91.65186309814453
6,systemic,93.4150619506836,0.2677231729030609,0.40197357535362244,91.65186309814453
6,systemic,93.38003540039062,0.26676833629608154,0.3993039131164551,91.29662322998047
6,systemic,93.4150619506836,0.2658384144306183,0.3966456949710846,91.29662322998047
6,systemic,93.38003540039062,0.26493507623672485,0.3940059542655945,91.29662322998047
6,systemic,93.23992919921875,0.2640596330165863,0.3913954198360443,91.11900329589844
6,systemic,93.16987609863281,0.26321494579315186,0.3888208866119385,91.29662322998047
6,systemic,93.20490264892578,0.26240411400794983,0.386275976896286,91.29662322998047
6,systemic,93.20490264892578,0.26163357496261597,0.3837611973285675,91.29662322998047
6,systemic,93.23992919921875,0.2609044909477234,0.38127827644348145,91.29662322998047
6,systemic,93.38003540039062,0.26021042466163635,0.3788241147994995,91.4742431640625
6,systemic,93.38003540039062,0.25954946875572205,0.37641265988349915,91.4742431640625
6,systemic,93.34500885009766,0.25892460346221924,0.37405869364738464,91.4742431640625
6,systemic,93.30998229980469,0.2583400011062622,0.3717725872993469,91.4742431640625
6,systemic,93.27495574951172,0.25780001282691956,0.3695523142814636,91.29662322998047
6,systemic,93.30998229980469,0.25730475783348083,0.36738625168800354,91.29662322998047
6,systemic,93.30998229980469,0.25685057044029236,0.36526936292648315,91.4742431640625
6,systemic,93.20490264892578,0.2564319670200348,0.3632151484489441,91.4742431640625
6,systemic,93.20490264892578,0.25604987144470215,0.36123424768447876,91.4742431640625
6,systemic,93.20490264892578,0.2557053864002228,0.3593335747718811,91.82948303222656
6,systemic,93.27495574951172,0.25539860129356384,0.35751575231552124,91.82948303222656
6,systemic,93.23992919921875,0.255129873752594,0.3557784855365753,92.0071029663086
6,systemic,93.27495574951172,0.2548935115337372,0.3541160523891449,92.0071029663086
6,systemic,93.27495574951172,0.2546844780445099,0.3525310456752777,92.18472290039062
6,systemic,93.30998229980469,0.25450170040130615,0.3510299623012543,92.18472290039062
6,systemic,93.38003540039062,0.25434377789497375,0.3496197462081909,92.18472290039062
6,systemic,93.34500885009766,0.25420960783958435,0.34829849004745483,92.18472290039062
6,systemic,93.34500885009766,0.25409790873527527,0.34706026315689087,92.18472290039062
6,systemic,93.34500885009766,0.2540040910243988,0.34590381383895874,92.53996276855469
6,systemic,93.4150619506836,0.2539256811141968,0.34482643008232117,92.53996276855469
6,systemic,93.34500885009766,0.25385791063308716,0.34383994340896606,92.53996276855469
6,systemic,93.27495574951172,0.25380176305770874,0.3429386615753174,92.53996276855469
6,systemic,93.27495574951172,0.2537519335746765,0.3421209752559662,92.53996276855469
6,systemic,93.23992919921875,0.25370827317237854,0.34137749671936035,92.53996276855469
6,systemic,93.34500885009766,0.2536680996417999,0.3407081067562103,92.53996276855469
6,systemic,93.38003540039062,0.25362956523895264,0.34011679887771606,92.53996276855469
6,systemic,93.38003540039062,0.2535923421382904,0.33960190415382385,92.53996276855469
6,systemic,93.34500885009766,0.25355517864227295,0.3391609191894531,92.53996276855469
6,systemic,93.34500885009766,0.253517210483551,0.33878645300865173,92.71758270263672
6,systemic,93.45008850097656,0.2534778118133545,0.3384740948677063,92.71758270263672
6,systemic,93.45008850097656,0.253436416387558,0.3382222652435303,92.71758270263672
6,systemic,93.45008850097656,0.2533925473690033,0.33802667260169983,92.71758270263672
6,systemic,93.45008850097656,0.2533464729785919,0.33788320422172546,92.71758270263672
6,systemic,93.45008850097656,0.25329846143722534,0.33778780698776245,92.71758270263672
6,systemic,93.45008850097656,0.2532491683959961,0.33773404359817505,92.71758270263672
6,systemic,93.45008850097656,0.2531982958316803,0.3377153277397156,92.71758270263672
6,systemic,93.45008850097656,0.2531462013721466,0.3377304971218109,92.71758270263672
6,systemic,93.45008850097656,0.253093421459198,0.3377752900123596,92.71758270263672
6,systemic,93.45008850097656,0.25304025411605835,0.3378429114818573,92.71758270263672
6,systemic,93.45008850097656,0.2529873847961426,0.3379291296005249,92.53996276855469
6,systemic,93.45008850097656,0.2529352009296417,0.3380284011363983,92.53996276855469
6,systemic,93.48511505126953,0.2528841197490692,0.33813509345054626,92.53996276855469
6,systemic,93.48511505126953,0.2528342306613922,0.3382447361946106,92.53996276855469
6,systemic,93.48511505126953,0.25278541445732117,0.33835405111312866,92.53996276855469
6,systemic,93.48511505126953,0.2527378797531128,0.33845871686935425,92.53996276855469
6,systemic,93.48511505126953,0.25269147753715515,0.33855584263801575,92.53996276855469
