train_loss,test_loss,i_set,dataset,test_acc,train_acc
0.40067973732948303,0.17660562694072723,5,systemic,95.95781707763672,91.64619445800781
0.3999118506908417,0.1763516515493393,5,systemic,95.95781707763672,91.68128967285156
0.3991398215293884,0.17609688639640808,5,systemic,95.95781707763672,91.68128967285156
0.398362934589386,0.17584297060966492,5,systemic,95.95781707763672,91.68128967285156
0.3975827097892761,0.1755974441766739,5,systemic,95.95781707763672,91.68128967285156
0.3968122601509094,0.17536288499832153,5,systemic,95.95781707763672,91.68128967285156
0.3960709273815155,0.1751323938369751,5,systemic,95.95781707763672,91.68128967285156
0.39534232020378113,0.17490063607692719,5,systemic,95.95781707763672,91.68128967285156
0.39460742473602295,0.1746687889099121,5,systemic,95.95781707763672,91.75149536132812
0.393860399723053,0.1744319349527359,5,systemic,95.95781707763672,91.75149536132812
0.39309605956077576,0.17419037222862244,5,systemic,95.95781707763672,91.82169342041016
0.3923136591911316,0.1739455610513687,5,systemic,95.95781707763672,91.75149536132812
0.3915179967880249,0.17369870841503143,5,systemic,95.95781707763672,91.78659057617188
0.3907092213630676,0.17344936728477478,5,systemic,95.95781707763672,91.78659057617188
0.38988855481147766,0.17319859564304352,5,systemic,95.95781707763672,91.78659057617188
0.3890589475631714,0.1729477047920227,5,systemic,95.95781707763672,91.75149536132812
0.3882230818271637,0.17269916832447052,5,systemic,95.95781707763672,91.75149536132812
0.38738274574279785,0.17245355248451233,5,systemic,95.95781707763672,91.75149536132812
0.38653749227523804,0.1722085177898407,5,systemic,95.95781707763672,91.75149536132812
0.3856870234012604,0.17196416854858398,5,systemic,95.78207397460938,91.75149536132812
0.3848293423652649,0.1717209666967392,5,systemic,95.78207397460938,91.71639251708984
0.3839627206325531,0.17147542536258698,5,systemic,95.78207397460938,91.71639251708984
0.3830904960632324,0.17123381793498993,5,systemic,95.78207397460938,91.71639251708984
0.38222676515579224,0.17100588977336884,5,systemic,95.95781707763672,91.71639251708984
0.3813822567462921,0.17079514265060425,5,systemic,95.95781707763672,91.71639251708984
0.38056960701942444,0.1705821454524994,5,systemic,95.95781707763672,91.75149536132812
0.379764586687088,0.17037199437618256,5,systemic,95.95781707763672,91.82169342041016
0.3789632320404053,0.17016729712486267,5,systemic,95.95781707763672,91.8567886352539
0.37816858291625977,0.16996341943740845,5,systemic,95.95781707763672,91.89189147949219
0.37736666202545166,0.16976037621498108,5,systemic,95.95781707763672,91.89189147949219
0.3765518069267273,0.16955605149269104,5,systemic,95.95781707763672,91.92699432373047
0.37572184205055237,0.16934999823570251,5,systemic,95.95781707763672,91.92699432373047
0.3748759627342224,0.16914188861846924,5,systemic,95.78207397460938,91.89189147949219
0.3740140497684479,0.16893281042575836,5,systemic,95.95781707763672,91.92699432373047
0.3731359839439392,0.16872379183769226,5,systemic,95.95781707763672,91.96208953857422
0.3722418546676636,0.16851460933685303,5,systemic,95.95781707763672,91.96208953857422
0.37133195996284485,0.1683056503534317,5,systemic,95.95781707763672,91.89189147949219
0.37040627002716064,0.1680968850851059,5,systemic,95.78207397460938,91.89189147949219
0.36946573853492737,0.16788913309574127,5,systemic,95.78207397460938,91.89189147949219
0.36851149797439575,0.1676853746175766,5,systemic,95.78207397460938,91.92699432373047
0.367549329996109,0.16748552024364471,5,systemic,95.6063232421875,91.96208953857422
0.36657923460006714,0.16728653013706207,5,systemic,95.6063232421875,91.96208953857422
0.3655950427055359,0.16708843410015106,5,systemic,95.6063232421875,91.96208953857422
0.36459463834762573,0.1668916642665863,5,systemic,95.6063232421875,92.03229522705078
0.36357730627059937,0.1666962206363678,5,systemic,95.6063232421875,92.03229522705078
0.36254286766052246,0.16650278866291046,5,systemic,95.6063232421875,92.06739044189453
0.3614911437034607,0.1663113385438919,5,systemic,95.6063232421875,92.06739044189453
0.3604219853878021,0.16612252593040466,5,systemic,95.6063232421875,92.06739044189453
0.3593362867832184,0.16593606770038605,5,systemic,95.6063232421875,92.13758850097656
0.3582339286804199,0.16575196385383606,5,systemic,95.6063232421875,92.13758850097656
0.3571172058582306,0.1655675768852234,5,systemic,95.6063232421875,92.13758850097656
0.35599538683891296,0.1654004454612732,5,systemic,95.6063232421875,92.17269134521484
0.354916512966156,0.16525956988334656,5,systemic,95.43058013916016,92.17269134521484
0.3538922369480133,0.1651155948638916,5,systemic,95.43058013916016,92.17269134521484
0.3528635799884796,0.16497623920440674,5,systemic,95.43058013916016,92.20779418945312
0.3518211841583252,0.16484247148036957,5,systemic,95.43058013916016,92.20779418945312
0.3507669270038605,0.16471430659294128,5,systemic,95.43058013916016,92.20779418945312
0.34970349073410034,0.16459138691425323,5,systemic,95.43058013916016,92.24288940429688
0.3486298620700836,0.1644754260778427,5,systemic,95.6063232421875,92.24288940429688
0.34754517674446106,0.16436512768268585,5,systemic,95.6063232421875,92.24288940429688
0.3464469909667969,0.16426068544387817,5,systemic,95.43058013916016,92.24288940429688
0.3453345000743866,0.16416268050670624,5,systemic,95.43058013916016,92.24288940429688
0.3442068099975586,0.1640721708536148,5,systemic,95.43058013916016,92.24288940429688
0.3430638313293457,0.16398976743221283,5,systemic,95.43058013916016,92.24288940429688
0.34190547466278076,0.16391564905643463,5,systemic,95.6063232421875,92.13758850097656
0.34073224663734436,0.1638506054878235,5,systemic,95.6063232421875,92.20779418945312
0.3395448923110962,0.1637953817844391,5,systemic,95.6063232421875,92.17269134521484
0.33834391832351685,0.16375035047531128,5,systemic,95.78207397460938,92.17269134521484
0.3371291756629944,0.1637163758277893,5,systemic,95.78207397460938,92.17269134521484
0.33589985966682434,0.1636946052312851,5,systemic,95.78207397460938,92.20779418945312
0.33465591073036194,0.16368639469146729,5,systemic,95.95781707763672,92.34819030761719
0.33339712023735046,0.16369199752807617,5,systemic,95.95781707763672,92.34819030761719
0.33212369680404663,0.1637135148048401,5,systemic,96.1335678100586,92.34819030761719
0.33083799481391907,0.16374967992305756,5,systemic,96.1335678100586,92.41839599609375
0.32953789830207825,0.1638016253709793,5,systemic,95.95781707763672,92.41839599609375
0.3282252252101898,0.1638714075088501,5,systemic,95.95781707763672,92.41839599609375
0.3269050419330597,0.16396310925483704,5,systemic,95.95781707763672,92.48859405517578
0.3255821168422699,0.16407598555088043,5,systemic,95.95781707763672,92.48859405517578
0.32424262166023254,0.16420891880989075,5,systemic,95.95781707763672,92.41839599609375
0.3228735625743866,0.16435506939888,5,systemic,95.95781707763672,92.4534912109375
0.3214649558067322,0.16453197598457336,5,systemic,95.6063232421875,92.4534912109375
0.3200065791606903,0.16475006937980652,5,systemic,95.6063232421875,92.52368927001953
0.3185180425643921,0.16500796377658844,5,systemic,95.43058013916016,92.52368927001953
0.31700482964515686,0.16530275344848633,5,systemic,95.43058013916016,92.55879211425781
0.3154732882976532,0.16563260555267334,5,systemic,95.43058013916016,92.55879211425781
0.31392112374305725,0.1660086065530777,5,systemic,95.25482940673828,92.55879211425781
0.31234878301620483,0.16642113029956818,5,systemic,95.25482940673828,92.73429107666016
0.3107455372810364,0.1668786257505417,5,systemic,95.25482940673828,92.6991958618164
0.30911144614219666,0.16740857064723969,5,systemic,95.25482940673828,92.73429107666016
0.3074660897254944,0.1679946333169937,5,systemic,95.07908630371094,92.73429107666016
0.3058108985424042,0.16863535344600677,5,systemic,95.07908630371094,92.62899017333984
0.30415672063827515,0.16933369636535645,5,systemic,95.07908630371094,92.6991958618164
0.30251115560531616,0.17009280622005463,5,systemic,94.90333557128906,92.73429107666016
0.3008787930011749,0.17091527581214905,5,systemic,94.72759246826172,92.6991958618164
0.29926395416259766,0.1718025803565979,5,systemic,94.72759246826172,92.76939392089844
0.2976710796356201,0.17275717854499817,5,systemic,94.72759246826172,92.76939392089844
0.29610440135002136,0.17377957701683044,5,systemic,94.72759246826172,92.73429107666016
0.2945684492588043,0.1748708188533783,5,systemic,94.55184173583984,92.73429107666016
0.2930668294429779,0.1760324239730835,5,systemic,94.55184173583984,92.76939392089844
0.2916036546230316,0.17726556956768036,5,systemic,94.3760986328125,92.80448913574219
0.2901821732521057,0.17856809496879578,5,systemic,94.3760986328125,92.80448913574219
0.2888070344924927,0.1799410879611969,5,systemic,94.20034790039062,92.80448913574219
0.28748124837875366,0.18138551712036133,5,systemic,94.20034790039062,92.9097900390625
0.28620806336402893,0.1829000860452652,5,systemic,94.20034790039062,92.80448913574219
0.28499099612236023,0.18448179960250854,5,systemic,94.20034790039062,92.9097900390625
0.2838341295719147,0.18612757325172424,5,systemic,94.20034790039062,92.97999572753906
0.28273969888687134,0.18783462047576904,5,systemic,94.20034790039062,92.97999572753906
0.2817111909389496,0.18959233164787292,5,systemic,94.20034790039062,92.97999572753906
0.28075066208839417,0.19140155613422394,5,systemic,94.02460479736328,92.97999572753906
0.27985790371894836,0.19325238466262817,5,systemic,94.02460479736328,93.1554946899414
0.27903202176094055,0.19513964653015137,5,systemic,94.20034790039062,93.29589080810547
