test_acc,test_loss,train_acc,dataset,i_set,train_loss
95.45454406738281,0.24944379925727844,91.63738250732422,systemic,1,0.38945987820625305
95.45454406738281,0.24897611141204834,91.63738250732422,systemic,1,0.38863542675971985
95.45454406738281,0.24850976467132568,91.67252349853516,systemic,1,0.38781729340553284
95.45454406738281,0.2480461746454239,91.67252349853516,systemic,1,0.3870060443878174
95.45454406738281,0.2475878745317459,91.7779312133789,systemic,1,0.3862013816833496
95.45454406738281,0.24714766442775726,91.7779312133789,systemic,1,0.38540658354759216
95.45454406738281,0.246719628572464,91.7779312133789,systemic,1,0.38463133573532104
95.45454406738281,0.2463023066520691,91.7779312133789,systemic,1,0.38388222455978394
95.45454406738281,0.24588486552238464,91.7779312133789,systemic,1,0.38314563035964966
95.45454406738281,0.24546541273593903,91.7779312133789,systemic,1,0.38240930438041687
95.45454406738281,0.24504494667053223,91.7779312133789,systemic,1,0.3816688358783722
95.45454406738281,0.2446226328611374,91.84820556640625,systemic,1,0.38092470169067383
95.45454406738281,0.2442200630903244,91.84820556640625,systemic,1,0.38018155097961426
95.45454406738281,0.24383099377155304,91.81307220458984,systemic,1,0.3794653117656708
95.6293716430664,0.24344106018543243,91.81307220458984,systemic,1,0.37877315282821655
95.6293716430664,0.2430516481399536,91.84820556640625,systemic,1,0.3780812621116638
95.6293716430664,0.2426540106534958,91.84820556640625,systemic,1,0.37738436460494995
95.6293716430664,0.24225418269634247,91.84820556640625,systemic,1,0.3766787052154541
95.6293716430664,0.24185170233249664,91.84820556640625,systemic,1,0.3759630024433136
95.45454406738281,0.24144431948661804,91.81307220458984,systemic,1,0.37523800134658813
95.45454406738281,0.24103081226348877,91.81307220458984,systemic,1,0.37450477480888367
95.27971649169922,0.24061308801174164,91.81307220458984,systemic,1,0.3737604320049286
95.27971649169922,0.24019072949886322,91.81307220458984,systemic,1,0.3730035424232483
95.27971649169922,0.23976391553878784,91.81307220458984,systemic,1,0.3722362518310547
95.27971649169922,0.23933488130569458,91.81307220458984,systemic,1,0.3714589774608612
95.27971649169922,0.23890258371829987,91.84820556640625,systemic,1,0.37067168951034546
95.27971649169922,0.2384675294160843,91.84820556640625,systemic,1,0.3698764741420746
95.27971649169922,0.23802873492240906,91.84820556640625,systemic,1,0.36907315254211426
95.27971649169922,0.23758576810359955,91.84820556640625,systemic,1,0.36826425790786743
95.27971649169922,0.23715201020240784,91.88334655761719,systemic,1,0.36745303869247437
95.27971649169922,0.23673133552074432,91.9184799194336,systemic,1,0.3666589856147766
95.27971649169922,0.2363085150718689,91.98875427246094,systemic,1,0.36588943004608154
95.27971649169922,0.23589946329593658,91.98875427246094,systemic,1,0.3651202917098999
95.27971649169922,0.23549611866474152,91.98875427246094,systemic,1,0.36435186862945557
95.27971649169922,0.23508986830711365,92.02389526367188,systemic,1,0.36358487606048584
95.27971649169922,0.2346767634153366,92.02389526367188,systemic,1,0.36281609535217285
95.27971649169922,0.2342698872089386,92.05902862548828,systemic,1,0.36204755306243896
95.27971649169922,0.2338789999485016,91.98875427246094,systemic,1,0.3612821400165558
95.27971649169922,0.23349276185035706,92.02389526367188,systemic,1,0.3605310320854187
95.27971649169922,0.23310565948486328,92.05902862548828,systemic,1,0.35978180170059204
95.27971649169922,0.23271618783473969,92.02389526367188,systemic,1,0.35903200507164
95.10489654541016,0.23232552409172058,92.02389526367188,systemic,1,0.3582775890827179
95.10489654541016,0.23193694651126862,91.98875427246094,systemic,1,0.3575174808502197
95.27971649169922,0.2315438985824585,91.95362091064453,systemic,1,0.356754332780838
95.27971649169922,0.23114781081676483,91.98875427246094,systemic,1,0.35598254203796387
95.27971649169922,0.23074905574321747,91.98875427246094,systemic,1,0.35520321130752563
95.27971649169922,0.23034745454788208,92.02389526367188,systemic,1,0.35441452264785767
95.27971649169922,0.22994333505630493,92.02389526367188,systemic,1,0.3536151647567749
95.27971649169922,0.22953630983829498,92.05902862548828,systemic,1,0.35280635952949524
95.27971649169922,0.22913023829460144,92.12930297851562,systemic,1,0.35199061036109924
95.27971649169922,0.2287212759256363,92.12930297851562,systemic,1,0.351169615983963
95.27971649169922,0.228305846452713,92.09416961669922,systemic,1,0.35033929347991943
95.27971649169922,0.2278868407011032,92.09416961669922,systemic,1,0.34949854016304016
95.27971649169922,0.22746698558330536,92.09416961669922,systemic,1,0.3486453890800476
95.27971649169922,0.22705261409282684,92.09416961669922,systemic,1,0.34778475761413574
95.27971649169922,0.22663502395153046,92.12930297851562,systemic,1,0.3469179570674896
95.27971649169922,0.2262132316827774,92.16444396972656,systemic,1,0.346040278673172
95.27971649169922,0.22578957676887512,92.12930297851562,systemic,1,0.34515315294265747
95.27971649169922,0.22536252439022064,92.16444396972656,systemic,1,0.3442547917366028
95.27971649169922,0.22493237257003784,92.16444396972656,systemic,1,0.34334293007850647
95.27971649169922,0.22449955344200134,92.19957733154297,systemic,1,0.3424168825149536
95.27971649169922,0.22406360507011414,92.19957733154297,systemic,1,0.3414771556854248
95.27971649169922,0.22362343966960907,92.2347183227539,systemic,1,0.34052297472953796
95.27971649169922,0.22317761182785034,92.2347183227539,systemic,1,0.339552104473114
95.27971649169922,0.22272805869579315,92.2347183227539,systemic,1,0.33856356143951416
95.27971649169922,0.2222757488489151,92.26985168457031,systemic,1,0.33755818009376526
95.27971649169922,0.22182132303714752,92.26985168457031,systemic,1,0.3365369439125061
95.27971649169922,0.2213655412197113,92.30499267578125,systemic,1,0.33550140261650085
95.27971649169922,0.22090891003608704,92.34012603759766,systemic,1,0.33445224165916443
95.27971649169922,0.22045190632343292,92.34012603759766,systemic,1,0.3333894908428192
95.27971649169922,0.21999533474445343,92.30499267578125,systemic,1,0.3323138654232025
95.27971649169922,0.21953952312469482,92.26985168457031,systemic,1,0.3312254846096039
95.27971649169922,0.21908488869667053,92.30499267578125,systemic,1,0.3301239609718323
95.27971649169922,0.21863150596618652,92.26985168457031,systemic,1,0.32900965213775635
95.27971649169922,0.21818013489246368,92.30499267578125,systemic,1,0.32788288593292236
95.27971649169922,0.2177310436964035,92.34012603759766,systemic,1,0.32674431800842285
95.10489654541016,0.21728552877902985,92.30499267578125,systemic,1,0.32559439539909363
95.27971649169922,0.21684402227401733,92.34012603759766,systemic,1,0.3244336247444153
95.27971649169922,0.2164074182510376,92.410400390625,systemic,1,0.3232625722885132
95.27971649169922,0.2159770131111145,92.410400390625,systemic,1,0.3220810890197754
95.27971649169922,0.21555285155773163,92.44554138183594,systemic,1,0.32088929414749146
95.27971649169922,0.21513308584690094,92.48067474365234,systemic,1,0.3196870982646942
95.27971649169922,0.21471942961215973,92.44554138183594,systemic,1,0.31847402453422546
95.27971649169922,0.21431490778923035,92.48067474365234,systemic,1,0.31725043058395386
95.27971649169922,0.21392004191875458,92.44554138183594,systemic,1,0.316020131111145
95.27971649169922,0.21353594958782196,92.44554138183594,systemic,1,0.31478452682495117
