test_acc,train_acc,dataset,test_loss,i_set,train_loss
89.70331573486328,91.21265411376953,systemic,0.49032536149024963,3,0.43012645840644836
89.70331573486328,91.21265411376953,systemic,0.48955243825912476,3,0.42945945262908936
89.70331573486328,91.21265411376953,systemic,0.4887743890285492,3,0.4287918210029602
89.70331573486328,91.21265411376953,systemic,0.4879898130893707,3,0.4281238913536072
89.70331573486328,91.247802734375,systemic,0.4872018098831177,3,0.4274517595767975
89.70331573486328,91.247802734375,systemic,0.48641106486320496,3,0.42677614092826843
89.70331573486328,91.247802734375,systemic,0.48561733961105347,3,0.42609816789627075
89.70331573486328,91.21265411376953,systemic,0.48482218384742737,3,0.425418883562088
89.70331573486328,91.21265411376953,systemic,0.4840238094329834,3,0.4247383773326874
89.70331573486328,91.28295135498047,systemic,0.4832214117050171,3,0.42405661940574646
89.70331573486328,91.31809997558594,systemic,0.4824145436286926,3,0.423373281955719
89.70331573486328,91.31809997558594,systemic,0.4816018044948578,3,0.42268818616867065
89.70331573486328,91.31809997558594,systemic,0.480777770280838,3,0.4219985008239746
89.70331573486328,91.31809997558594,systemic,0.47994107007980347,3,0.42129918932914734
89.70331573486328,91.42355346679688,systemic,0.4790813624858856,3,0.4205877184867859
89.70331573486328,91.45870208740234,systemic,0.47821247577667236,3,0.41985538601875305
89.70331573486328,91.45870208740234,systemic,0.47733360528945923,3,0.4191133975982666
89.70331573486328,91.49385070800781,systemic,0.4764428734779358,3,0.4183613061904907
89.70331573486328,91.49385070800781,systemic,0.4755414128303528,3,0.4176000952720642
89.70331573486328,91.49385070800781,systemic,0.47462931275367737,3,0.4168300926685333
89.70331573486328,91.49385070800781,systemic,0.47370705008506775,3,0.41605111956596375
89.70331573486328,91.45870208740234,systemic,0.47277480363845825,3,0.4152635335922241
89.70331573486328,91.49385070800781,systemic,0.47182929515838623,3,0.4144670069217682
89.70331573486328,91.52899932861328,systemic,0.4708605706691742,3,0.41365867853164673
89.70331573486328,91.59929656982422,systemic,0.4698827862739563,3,0.4128345847129822
89.52879333496094,91.59929656982422,systemic,0.46890050172805786,3,0.41200247406959534
89.52879333496094,91.59929656982422,systemic,0.4679161310195923,3,0.4111664593219757
89.52879333496094,91.59929656982422,systemic,0.46691736578941345,3,0.41033175587654114
89.52879333496094,91.66959381103516,systemic,0.4658994674682617,3,0.40948665142059326
89.70331573486328,91.66959381103516,systemic,0.4648660123348236,3,0.4086245596408844
89.87783813476562,91.66959381103516,systemic,0.4638170301914215,3,0.40774986147880554
89.87783813476562,91.7750473022461,systemic,0.46275344491004944,3,0.4068630337715149
89.87783813476562,91.7750473022461,systemic,0.4616754651069641,3,0.40596356987953186
89.87783813476562,91.7750473022461,systemic,0.4605850279331207,3,0.4050534665584564
90.05235290527344,91.81019592285156,systemic,0.45947831869125366,3,0.4041319489479065
90.05235290527344,91.8804931640625,systemic,0.45835715532302856,3,0.40319809317588806
89.87783813476562,91.8804931640625,systemic,0.45722782611846924,3,0.4022539258003235
89.87783813476562,91.8804931640625,systemic,0.4560883045196533,3,0.4013010859489441
89.87783813476562,91.8804931640625,systemic,0.45493507385253906,3,0.4003404378890991
89.87783813476562,91.8804931640625,systemic,0.45376741886138916,3,0.39937031269073486
89.87783813476562,91.8804931640625,systemic,0.4525825083255768,3,0.39838945865631104
89.87783813476562,91.91564178466797,systemic,0.4513789415359497,3,0.3973967730998993
89.87783813476562,91.91564178466797,systemic,0.4501595199108124,3,0.39639031887054443
89.87783813476562,91.95079040527344,systemic,0.4489246606826782,3,0.39537107944488525
89.87783813476562,91.95079040527344,systemic,0.447674036026001,3,0.39433997869491577
89.87783813476562,91.9859390258789,systemic,0.4464096426963806,3,0.39329737424850464
89.87783813476562,91.9859390258789,systemic,0.44513121247291565,3,0.392243891954422
89.87783813476562,92.02108764648438,systemic,0.4438368082046509,3,0.3911800682544708
89.87783813476562,92.05623626708984,systemic,0.4425243139266968,3,0.3901037871837616
89.87783813476562,92.12654113769531,systemic,0.4411921203136444,3,0.3890143632888794
89.87783813476562,92.16168975830078,systemic,0.439839243888855,3,0.3879103660583496
89.87783813476562,92.26713562011719,systemic,0.43846696615219116,3,0.38679105043411255
89.87783813476562,92.33743286132812,systemic,0.43707409501075745,3,0.385658323764801
89.87783813476562,92.33743286132812,systemic,0.4356656074523926,3,0.3845140337944031
89.87783813476562,92.40773010253906,systemic,0.43424490094184875,3,0.38335898518562317
89.87783813476562,92.40773010253906,systemic,0.43280816078186035,3,0.38219431042671204
89.87783813476562,92.40773010253906,systemic,0.4313555955886841,3,0.3810196816921234
89.87783813476562,92.40773010253906,systemic,0.4298866093158722,3,0.3798335790634155
89.87783813476562,92.44287872314453,systemic,0.42840108275413513,3,0.37863537669181824
89.87783813476562,92.51318359375,systemic,0.4268988072872162,3,0.377424418926239
89.87783813476562,92.54833221435547,systemic,0.42537593841552734,3,0.37620046734809875
89.87783813476562,92.54833221435547,systemic,0.4238307774066925,3,0.37496086955070496
89.87783813476562,92.54833221435547,systemic,0.42226171493530273,3,0.37370479106903076
89.87783813476562,92.58348083496094,systemic,0.42066308856010437,3,0.37242987751960754
90.05235290527344,92.6186294555664,systemic,0.41903117299079895,3,0.37113478779792786
90.05235290527344,92.6186294555664,systemic,0.417346328496933,3,0.3698141872882843
90.05235290527344,92.65377807617188,systemic,0.41560712456703186,3,0.36845216155052185
90.05235290527344,92.65377807617188,systemic,0.41382017731666565,3,0.36705124378204346
90.05235290527344,92.6186294555664,systemic,0.411988228559494,3,0.36561712622642517
90.05235290527344,92.6186294555664,systemic,0.410121887922287,3,0.3641555607318878
90.05235290527344,92.75922393798828,systemic,0.40822309255599976,3,0.36267000436782837
90.05235290527344,92.72407531738281,systemic,0.40629321336746216,3,0.36116349697113037
90.05235290527344,92.75922393798828,systemic,0.40433260798454285,3,0.35963690280914307
90.05235290527344,92.75922393798828,systemic,0.4023423194885254,3,0.35809066891670227
90.05235290527344,92.72407531738281,systemic,0.4003226161003113,3,0.35652580857276917
90.05235290527344,92.72407531738281,systemic,0.39827266335487366,3,0.35494300723075867
90.05235290527344,92.75922393798828,systemic,0.3961941599845886,3,0.3533424139022827
90.05235290527344,92.86467742919922,systemic,0.39408716559410095,3,0.3517245650291443
90.22687530517578,92.82952880859375,systemic,0.3919505178928375,3,0.35009121894836426
90.22687530517578,92.79437255859375,systemic,0.3897862732410431,3,0.34844326972961426
90.40139770507812,92.75922393798828,systemic,0.3875940144062042,3,0.34678083658218384
90.40139770507812,92.75922393798828,systemic,0.38537439703941345,3,0.34510448575019836
90.40139770507812,92.79437255859375,systemic,0.38312679529190063,3,0.34341534972190857
90.57591247558594,92.79437255859375,systemic,0.38085082173347473,3,0.34171387553215027
90.75043487548828,92.82952880859375,systemic,0.3785478174686432,3,0.340000718832016
90.75043487548828,92.82952880859375,systemic,0.37621885538101196,3,0.3382761776447296
90.75043487548828,92.89982604980469,systemic,0.37386414408683777,3,0.33654093742370605
90.75043487548828,92.93497467041016,systemic,0.3714805245399475,3,0.33479541540145874
90.75043487548828,92.93497467041016,systemic,0.3690703511238098,3,0.3330411911010742
90.75043487548828,92.93497467041016,systemic,0.366634726524353,3,0.331278920173645
90.92495727539062,92.89982604980469,systemic,0.36417168378829956,3,0.3295094966888428
91.09947967529297,92.79437255859375,systemic,0.3616824746131897,3,0.3277338147163391
91.09947967529297,92.75922393798828,systemic,0.3591660261154175,3,0.32595133781433105
91.09947967529297,92.79437255859375,systemic,0.35662609338760376,3,0.324162095785141
91.27399444580078,92.82952880859375,systemic,0.3540631830692291,3,0.322367787361145
91.62303924560547,92.86467742919922,systemic,0.3514782190322876,3,0.32057034969329834
