train_acc,test_acc,dataset,train_loss,test_loss,i_set
88.74278259277344,88.07189178466797,detailed-1000pre,0.5298396944999695,0.45432645082473755,5
88.80693054199219,88.23529052734375,detailed-1000pre,0.5282017588615417,0.4529711604118347,5
88.80693054199219,88.23529052734375,detailed-1000pre,0.5267001390457153,0.451654314994812,5
88.80693054199219,88.39868927001953,detailed-1000pre,0.5252360701560974,0.4503418207168579,5
88.8710708618164,88.56208801269531,detailed-1000pre,0.5237739086151123,0.44905251264572144,5
88.80693054199219,88.56208801269531,detailed-1000pre,0.5223307609558105,0.4478728771209717,5
88.80693054199219,88.7254867553711,detailed-1000pre,0.5209977030754089,0.44679000973701477,5
88.83899688720703,88.88888549804688,detailed-1000pre,0.5197823643684387,0.4457376003265381,5
88.8710708618164,88.88888549804688,detailed-1000pre,0.5186041593551636,0.4446865916252136,5
88.90314483642578,88.88888549804688,detailed-1000pre,0.5174286961555481,0.44363173842430115,5
88.93521118164062,88.88888549804688,detailed-1000pre,0.5162487030029297,0.4425759017467499,5
88.8710708618164,88.7254867553711,detailed-1000pre,0.515063464641571,0.44152313470840454,5
88.96728515625,88.7254867553711,detailed-1000pre,0.5138854384422302,0.4404664933681488,5
89.03143310546875,88.7254867553711,detailed-1000pre,0.5127037763595581,0.43942150473594666,5
89.09557342529297,88.7254867553711,detailed-1000pre,0.5115305185317993,0.43838760256767273,5
89.12764739990234,88.88888549804688,detailed-1000pre,0.5103710889816284,0.43735888600349426,5
89.15972137451172,88.88888549804688,detailed-1000pre,0.5092138648033142,0.4363113045692444,5
89.09557342529297,88.7254867553711,detailed-1000pre,0.508033812046051,0.43522363901138306,5
89.0634994506836,88.7254867553711,detailed-1000pre,0.5068051218986511,0.4340927004814148,5
89.19178771972656,88.7254867553711,detailed-1000pre,0.5055290460586548,0.43293532729148865,5
89.12764739990234,88.7254867553711,detailed-1000pre,0.5042259693145752,0.4317742586135864,5
89.09557342529297,88.7254867553711,detailed-1000pre,0.5029149651527405,0.430673748254776,5
89.03143310546875,88.7254867553711,detailed-1000pre,0.5016778111457825,0.4295175075531006,5
89.0634994506836,88.56208801269531,detailed-1000pre,0.5003684759140015,0.4283056855201721,5
89.0634994506836,88.56208801269531,detailed-1000pre,0.4989958107471466,0.42707559466362,5
89.09557342529297,88.7254867553711,detailed-1000pre,0.49760159850120544,0.42582863569259644,5
89.12764739990234,88.88888549804688,detailed-1000pre,0.4961871802806854,0.42456749081611633,5
89.22386169433594,88.7254867553711,detailed-1000pre,0.4947553873062134,0.4232959747314453,5
89.22386169433594,88.88888549804688,detailed-1000pre,0.493309885263443,0.42201781272888184,5
89.25593566894531,88.88888549804688,detailed-1000pre,0.49185389280319214,0.42073607444763184,5
89.22386169433594,88.88888549804688,detailed-1000pre,0.49039092659950256,0.4194541871547699,5
89.25593566894531,88.88888549804688,detailed-1000pre,0.48892414569854736,0.4181755483150482,5
89.3521499633789,89.05228424072266,detailed-1000pre,0.4874567687511444,0.41690394282341003,5
89.38422393798828,89.05228424072266,detailed-1000pre,0.4859921634197235,0.41564205288887024,5
89.48043823242188,89.05228424072266,detailed-1000pre,0.4845335781574249,0.41439157724380493,5
89.48043823242188,88.88888549804688,detailed-1000pre,0.48308297991752625,0.4131513833999634,5
89.4483642578125,88.88888549804688,detailed-1000pre,0.4816392660140991,0.411929726600647,5
89.3521499633789,88.88888549804688,detailed-1000pre,0.48020994663238525,0.4107305109500885,5
89.4483642578125,88.88888549804688,detailed-1000pre,0.4787997007369995,0.4095570743083954,5
89.4483642578125,88.88888549804688,detailed-1000pre,0.4774129390716553,0.4084126055240631,5
89.51250457763672,88.88888549804688,detailed-1000pre,0.4760541021823883,0.40730229020118713,5
89.51250457763672,88.88888549804688,detailed-1000pre,0.4747270345687866,0.4062293767929077,5
89.48043823242188,89.05228424072266,detailed-1000pre,0.4734354317188263,0.4051998555660248,5
89.41629028320312,89.05228424072266,detailed-1000pre,0.4721841812133789,0.40421760082244873,5
89.4483642578125,88.88888549804688,detailed-1000pre,0.47097766399383545,0.4032860994338989,5
89.3521499633789,88.88888549804688,detailed-1000pre,0.46981754899024963,0.4024081230163574,5
89.41629028320312,88.88888549804688,detailed-1000pre,0.46870654821395874,0.40158823132514954,5
89.4483642578125,88.88888549804688,detailed-1000pre,0.4676475524902344,0.40082988142967224,5
89.51250457763672,88.88888549804688,detailed-1000pre,0.46664881706237793,0.4001401960849762,5
89.48043823242188,88.88888549804688,detailed-1000pre,0.4657150208950043,0.3995233178138733,5
89.5445785522461,88.88888549804688,detailed-1000pre,0.4648513197898865,0.398982971906662,5
89.57665252685547,89.21568298339844,detailed-1000pre,0.4640616476535797,0.39852508902549744,5
89.57665252685547,89.21568298339844,detailed-1000pre,0.46334967017173767,0.3981468975543976,5
89.57665252685547,89.21568298339844,detailed-1000pre,0.46271681785583496,0.3978544771671295,5
89.51250457763672,89.54248046875,detailed-1000pre,0.46216127276420593,0.39764204621315,5
89.48043823242188,89.54248046875,detailed-1000pre,0.46168312430381775,0.39751070737838745,5
89.5445785522461,89.70587921142578,detailed-1000pre,0.46128854155540466,0.39746034145355225,5
89.4483642578125,89.70587921142578,detailed-1000pre,0.46097543835639954,0.3974880278110504,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.4607411026954651,0.39757975935935974,5
89.41629028320312,89.70587921142578,detailed-1000pre,0.46058011054992676,0.3977297246456146,5
89.38422393798828,89.54248046875,detailed-1000pre,0.4604843258857727,0.397919237613678,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.46044352650642395,0.3981362283229828,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.4604473412036896,0.39836585521698,5
89.22386169433594,89.86927795410156,detailed-1000pre,0.4604823589324951,0.3985954225063324,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.460536390542984,0.3988109529018402,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.46059778332710266,0.3990022540092468,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.4606567323207855,0.39915940165519714,5
89.28800201416016,89.70587921142578,detailed-1000pre,0.46070557832717896,0.3992750346660614,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.46073809266090393,0.3993456959724426,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.4607504904270172,0.3993719220161438,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.4607417583465576,0.39935511350631714,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.46071141958236694,0.39930132031440735,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.4606609642505646,0.3992140591144562,5
89.19178771972656,89.70587921142578,detailed-1000pre,0.46059417724609375,0.3990992307662964,5
89.22386169433594,89.70587921142578,detailed-1000pre,0.46051517128944397,0.3989635705947876,5
89.28800201416016,89.70587921142578,detailed-1000pre,0.4604284465312958,0.39881429076194763,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.460338294506073,0.3986615836620331,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.4602486193180084,0.3985185921192169,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.460165798664093,0.39837825298309326,5
89.25593566894531,89.86927795410156,detailed-1000pre,0.46009179949760437,0.39824166893959045,5
89.28800201416016,89.86927795410156,detailed-1000pre,0.46002379059791565,0.3981076180934906,5
89.28800201416016,89.86927795410156,detailed-1000pre,0.45996180176734924,0.39799875020980835,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.4599127173423767,0.3978995978832245,5
89.28800201416016,89.70587921142578,detailed-1000pre,0.45986324548721313,0.39781489968299866,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.4598180055618286,0.3977409303188324,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.45977649092674255,0.39767757058143616,5
89.25593566894531,89.70587921142578,detailed-1000pre,0.4597378075122833,0.39762431383132935,5
89.25593566894531,89.54248046875,detailed-1000pre,0.45970094203948975,0.3975781202316284,5
89.28800201416016,89.54248046875,detailed-1000pre,0.45966529846191406,0.3975372910499573,5
89.28800201416016,89.54248046875,detailed-1000pre,0.4596301019191742,0.3975003957748413,5
89.28800201416016,89.54248046875,detailed-1000pre,0.4595949649810791,0.3974709212779999,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.4595600664615631,0.39744657278060913,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.45952463150024414,0.3974253237247467,5
89.32007598876953,89.70587921142578,detailed-1000pre,0.45948898792266846,0.3974132537841797,5
