test_loss,i_set,train_loss,train_acc,test_acc,dataset
0.547847330570221,2,0.41934525966644287,89.84575653076172,89.15857696533203,detailed-1000pre
0.5475051999092102,2,0.4191625416278839,89.84575653076172,89.15857696533203,detailed-1000pre
0.5471303462982178,2,0.41897475719451904,89.84575653076172,89.15857696533203,detailed-1000pre
0.5466845035552979,2,0.4187834560871124,89.87789154052734,89.15857696533203,detailed-1000pre
0.5461816787719727,2,0.41858917474746704,89.87789154052734,89.15857696533203,detailed-1000pre
0.5456660389900208,2,0.4183886647224426,89.87789154052734,89.15857696533203,detailed-1000pre
0.5451770424842834,2,0.41819119453430176,89.87789154052734,89.15857696533203,detailed-1000pre
0.5447064638137817,2,0.41799986362457275,89.87789154052734,89.15857696533203,detailed-1000pre
0.544305145740509,2,0.417807936668396,89.87789154052734,89.15857696533203,detailed-1000pre
0.5439620018005371,2,0.41761529445648193,89.91002655029297,89.15857696533203,detailed-1000pre
0.5436240434646606,2,0.41741228103637695,89.91002655029297,89.15857696533203,detailed-1000pre
0.5432683229446411,2,0.4171997308731079,89.87789154052734,89.15857696533203,detailed-1000pre
0.5428881049156189,2,0.4169805645942688,89.87789154052734,89.15857696533203,detailed-1000pre
0.5425246953964233,2,0.41675660014152527,89.91002655029297,89.15857696533203,detailed-1000pre
0.542192816734314,2,0.4165283143520355,89.91002655029297,89.15857696533203,detailed-1000pre
0.5418983101844788,2,0.4162954092025757,89.91002655029297,89.15857696533203,detailed-1000pre
0.5416151285171509,2,0.41605818271636963,89.87789154052734,89.15857696533203,detailed-1000pre
0.5412826538085938,2,0.4158141314983368,89.87789154052734,89.15857696533203,detailed-1000pre
0.540884792804718,2,0.41556689143180847,89.87789154052734,89.15857696533203,detailed-1000pre
0.5404207110404968,2,0.41531553864479065,89.87789154052734,89.15857696533203,detailed-1000pre
0.539932906627655,2,0.4150574207305908,89.87789154052734,89.15857696533203,detailed-1000pre
0.5394245982170105,2,0.4147919714450836,89.91002655029297,89.15857696533203,detailed-1000pre
0.5388807058334351,2,0.41452065110206604,89.9421615600586,89.15857696533203,detailed-1000pre
0.5383745431900024,2,0.4142451286315918,89.9421615600586,89.15857696533203,detailed-1000pre
0.5378907918930054,2,0.41396549344062805,89.9421615600586,89.15857696533203,detailed-1000pre
0.53737872838974,2,0.4136756658554077,89.97429656982422,89.15857696533203,detailed-1000pre
0.5368110537528992,2,0.4133760631084442,89.97429656982422,89.15857696533203,detailed-1000pre
0.5362195372581482,2,0.41306811571121216,89.97429656982422,89.15857696533203,detailed-1000pre
0.5356498956680298,2,0.4127550423145294,89.97429656982422,89.15857696533203,detailed-1000pre
0.5350961685180664,2,0.4124346077442169,89.97429656982422,88.99676513671875,detailed-1000pre
0.5344622135162354,2,0.4121074378490448,89.97429656982422,88.99676513671875,detailed-1000pre
0.5337780117988586,2,0.4117710590362549,89.97429656982422,89.15857696533203,detailed-1000pre
0.533112108707428,2,0.4114249646663666,89.97429656982422,89.15857696533203,detailed-1000pre
0.5324925184249878,2,0.41106870770454407,89.97429656982422,89.15857696533203,detailed-1000pre
0.5319069623947144,2,0.41070249676704407,89.97429656982422,89.15857696533203,detailed-1000pre
0.5312934517860413,2,0.4103286862373352,89.97429656982422,89.15857696533203,detailed-1000pre
0.5306911468505859,2,0.40994736552238464,89.97429656982422,89.15857696533203,detailed-1000pre
0.5300190448760986,2,0.4095601737499237,89.97429656982422,89.4822006225586,detailed-1000pre
0.529304563999176,2,0.40915799140930176,90.03855895996094,89.4822006225586,detailed-1000pre
0.5286139249801636,2,0.4087493121623993,90.00642395019531,89.4822006225586,detailed-1000pre
0.5279144048690796,2,0.4083346128463745,90.03855895996094,89.4822006225586,detailed-1000pre
0.5271660685539246,2,0.4079115688800812,90.03855895996094,89.4822006225586,detailed-1000pre
0.5264268517494202,2,0.4074828326702118,90.03855895996094,89.4822006225586,detailed-1000pre
0.5256463885307312,2,0.4070450961589813,90.07069396972656,89.4822006225586,detailed-1000pre
0.5249005556106567,2,0.40659719705581665,90.07069396972656,89.4822006225586,detailed-1000pre
0.524211585521698,2,0.4061366617679596,90.07069396972656,89.4822006225586,detailed-1000pre
0.5233214497566223,2,0.40567436814308167,90.07069396972656,89.4822006225586,detailed-1000pre
0.522374153137207,2,0.40518948435783386,90.10282897949219,89.4822006225586,detailed-1000pre
0.521611213684082,2,0.40469619631767273,90.13496398925781,89.4822006225586,detailed-1000pre
0.5208109021186829,2,0.4041970372200012,90.13496398925781,89.4822006225586,detailed-1000pre
0.5198314189910889,2,0.40368133783340454,90.10282897949219,89.4822006225586,detailed-1000pre
0.5187782049179077,2,0.4031532108783722,90.10282897949219,89.4822006225586,detailed-1000pre
0.5178791880607605,2,0.4026118218898773,90.10282897949219,89.4822006225586,detailed-1000pre
0.5170800685882568,2,0.4020532965660095,90.10282897949219,89.4822006225586,detailed-1000pre
0.5161359310150146,2,0.4014807939529419,90.10282897949219,89.4822006225586,detailed-1000pre
0.5150521397590637,2,0.4008939266204834,90.10282897949219,89.64401245117188,detailed-1000pre
0.5139641165733337,2,0.40029177069664,90.07069396972656,89.64401245117188,detailed-1000pre
0.5129085779190063,2,0.39967572689056396,90.10282897949219,89.64401245117188,detailed-1000pre
0.5117331743240356,2,0.399045467376709,90.13496398925781,89.64401245117188,detailed-1000pre
0.5104514360427856,2,0.39840346574783325,90.1670913696289,89.64401245117188,detailed-1000pre
0.5094515681266785,2,0.3977469801902771,90.13496398925781,89.64401245117188,detailed-1000pre
0.5084109902381897,2,0.3970743715763092,90.13496398925781,89.64401245117188,detailed-1000pre
0.5071877241134644,2,0.39638832211494446,90.1670913696289,89.64401245117188,detailed-1000pre
0.5057597160339355,2,0.3956812918186188,90.1670913696289,89.64401245117188,detailed-1000pre
0.504439115524292,2,0.3949597179889679,90.13496398925781,89.64401245117188,detailed-1000pre
0.5032498836517334,2,0.3942241966724396,90.13496398925781,89.64401245117188,detailed-1000pre
0.5019072890281677,2,0.39347952604293823,90.13496398925781,89.64401245117188,detailed-1000pre
0.5005624890327454,2,0.39271557331085205,90.13496398925781,89.64401245117188,detailed-1000pre
0.49924373626708984,2,0.39193540811538696,90.13496398925781,89.64401245117188,detailed-1000pre
0.497978538274765,2,0.39114245772361755,90.19922637939453,89.64401245117188,detailed-1000pre
0.4966776371002197,2,0.39033645391464233,90.23136138916016,89.64401245117188,detailed-1000pre
0.4952676594257355,2,0.3895142376422882,90.23136138916016,89.64401245117188,detailed-1000pre
0.49378564953804016,2,0.3886759877204895,90.23136138916016,89.64401245117188,detailed-1000pre
0.49235522747039795,2,0.38781702518463135,90.23136138916016,89.64401245117188,detailed-1000pre
0.4908807873725891,2,0.38693979382514954,90.26349639892578,89.64401245117188,detailed-1000pre
0.4893341362476349,2,0.3860408067703247,90.35989379882812,89.64401245117188,detailed-1000pre
0.4877219796180725,2,0.3851204514503479,90.35989379882812,89.64401245117188,detailed-1000pre
0.4860268235206604,2,0.38418129086494446,90.35989379882812,89.64401245117188,detailed-1000pre
0.48438236117362976,2,0.3832150995731354,90.35989379882812,89.64401245117188,detailed-1000pre
0.4826757609844208,2,0.38223734498023987,90.39202880859375,89.64401245117188,detailed-1000pre
0.4810779392719269,2,0.3812437951564789,90.42416381835938,89.80582427978516,detailed-1000pre
0.47942110896110535,2,0.38022446632385254,90.39202880859375,89.80582427978516,detailed-1000pre
0.4775201678276062,2,0.3791804611682892,90.42416381835938,89.80582427978516,detailed-1000pre
0.47563424706459045,2,0.37810707092285156,90.39202880859375,89.80582427978516,detailed-1000pre
0.4737311005592346,2,0.37700363993644714,90.39202880859375,89.80582427978516,detailed-1000pre
0.4717507064342499,2,0.3758649230003357,90.35989379882812,89.80582427978516,detailed-1000pre
