train_acc,dataset,i_set,train_loss,test_loss,test_acc
89.4448013305664,detailed-1000pre,3,0.4779491424560547,0.5159938335418701,87.18354797363281
89.57392120361328,detailed-1000pre,3,0.47696369886398315,0.5151785612106323,87.18354797363281
89.57392120361328,detailed-1000pre,3,0.47611841559410095,0.5144039988517761,87.18354797363281
89.54164123535156,detailed-1000pre,3,0.47532206773757935,0.5136634707450867,87.02531433105469
89.57392120361328,detailed-1000pre,3,0.4745590090751648,0.5129351019859314,87.18354797363281
89.63847351074219,detailed-1000pre,3,0.4738079309463501,0.51224285364151,87.18354797363281
89.57392120361328,detailed-1000pre,3,0.4730931520462036,0.5115851759910583,87.18354797363281
89.57392120361328,detailed-1000pre,3,0.4724128246307373,0.511008083820343,87.18354797363281
89.57392120361328,detailed-1000pre,3,0.4717997610569,0.5104615688323975,87.18354797363281
89.606201171875,detailed-1000pre,3,0.47122079133987427,0.5099092721939087,87.18354797363281
89.6707534790039,detailed-1000pre,3,0.4706389904022217,0.5093691945075989,87.18354797363281
89.70303344726562,detailed-1000pre,3,0.47006693482398987,0.5088354349136353,87.18354797363281
89.70303344726562,detailed-1000pre,3,0.46950027346611023,0.5082955956459045,87.18354797363281
89.73531341552734,detailed-1000pre,3,0.46892857551574707,0.5077612996101379,87.18354797363281
89.76759338378906,detailed-1000pre,3,0.46835631132125854,0.5072195529937744,87.18354797363281
89.76759338378906,detailed-1000pre,3,0.4677777588367462,0.5066691637039185,87.3417739868164
89.79987335205078,detailed-1000pre,3,0.4671907424926758,0.5061103105545044,87.5
89.8321533203125,detailed-1000pre,3,0.46659407019615173,0.50555419921875,87.5
89.8321533203125,detailed-1000pre,3,0.4659964442253113,0.5050155520439148,87.5
89.79987335205078,detailed-1000pre,3,0.46541935205459595,0.5044755339622498,87.5
89.79987335205078,detailed-1000pre,3,0.464846670627594,0.5039339661598206,87.5
89.76759338378906,detailed-1000pre,3,0.4642571210861206,0.5033601522445679,87.5
89.73531341552734,detailed-1000pre,3,0.46363770961761475,0.5027733445167542,87.3417739868164
89.6707534790039,detailed-1000pre,3,0.4630022943019867,0.5021749138832092,87.18354797363281
89.6707534790039,detailed-1000pre,3,0.46235260367393494,0.5015666484832764,87.18354797363281
89.6707534790039,detailed-1000pre,3,0.4616900086402893,0.5009499192237854,87.18354797363281
89.6707534790039,detailed-1000pre,3,0.46101701259613037,0.5003371834754944,87.18354797363281
89.73531341552734,detailed-1000pre,3,0.46035078167915344,0.4997430741786957,87.18354797363281
89.79987335205078,detailed-1000pre,3,0.45969662070274353,0.49914589524269104,87.18354797363281
89.8321533203125,detailed-1000pre,3,0.4590376615524292,0.4985480010509491,87.3417739868164
89.8967056274414,detailed-1000pre,3,0.4583737552165985,0.49794915318489075,87.3417739868164
89.8321533203125,detailed-1000pre,3,0.4577069580554962,0.49735793471336365,87.5
89.86442565917969,detailed-1000pre,3,0.45705631375312805,0.49679526686668396,87.6582260131836
89.86442565917969,detailed-1000pre,3,0.4564211368560791,0.4962238073348999,87.5
89.76759338378906,detailed-1000pre,3,0.45577117800712585,0.49564310908317566,87.5
89.76759338378906,detailed-1000pre,3,0.4551071524620056,0.4950527846813202,87.6582260131836
89.70303344726562,detailed-1000pre,3,0.45443087816238403,0.4944619834423065,87.6582260131836
89.63847351074219,detailed-1000pre,3,0.4537464678287506,0.49387413263320923,87.81645202636719
89.63847351074219,detailed-1000pre,3,0.45305848121643066,0.49329110980033875,87.81645202636719
89.63847351074219,detailed-1000pre,3,0.4523696303367615,0.4927156865596771,87.97468566894531
89.606201171875,detailed-1000pre,3,0.451682448387146,0.49215710163116455,87.97468566894531
89.63847351074219,detailed-1000pre,3,0.45100244879722595,0.49162495136260986,87.97468566894531
89.63847351074219,detailed-1000pre,3,0.4503364562988281,0.4911078214645386,87.97468566894531
89.63847351074219,detailed-1000pre,3,0.4496852159500122,0.49060502648353577,87.97468566894531
89.6707534790039,detailed-1000pre,3,0.44904589653015137,0.49012160301208496,88.1329116821289
89.6707534790039,detailed-1000pre,3,0.44841906428337097,0.4896598756313324,88.1329116821289
89.6707534790039,detailed-1000pre,3,0.447806715965271,0.4892258644104004,88.2911376953125
89.63847351074219,detailed-1000pre,3,0.4472067654132843,0.4888097047805786,88.2911376953125
89.6707534790039,detailed-1000pre,3,0.4466140866279602,0.4884132742881775,88.2911376953125
89.6707534790039,detailed-1000pre,3,0.4460420310497284,0.48805198073387146,88.2911376953125
89.70303344726562,detailed-1000pre,3,0.44549760222435,0.48772966861724854,88.4493637084961
89.70303344726562,detailed-1000pre,3,0.4449853003025055,0.4874502420425415,88.2911376953125
89.6707534790039,detailed-1000pre,3,0.4445088803768158,0.48721590638160706,88.2911376953125
89.70303344726562,detailed-1000pre,3,0.4440714120864868,0.4870285093784332,88.4493637084961
