test_loss,i_set,train_acc,dataset,test_acc,train_loss
0.5162625908851624,6,88.4887466430664,detailed-1000pre,89.19355010986328,0.5268504023551941
0.5155279040336609,6,88.5208969116211,detailed-1000pre,89.19355010986328,0.5257948637008667
0.5147884488105774,6,88.5208969116211,detailed-1000pre,89.19355010986328,0.5249267220497131
0.5141273736953735,6,88.5208969116211,detailed-1000pre,89.19355010986328,0.5240526795387268
0.5134738087654114,6,88.4887466430664,detailed-1000pre,89.19355010986328,0.5232787728309631
0.5127769708633423,6,88.5208969116211,detailed-1000pre,89.19355010986328,0.5225096940994263
0.5119991898536682,6,88.55305480957031,detailed-1000pre,89.19355010986328,0.5216899514198303
0.5111969113349915,6,88.58521270751953,detailed-1000pre,89.19355010986328,0.5207688808441162
0.5103756785392761,6,88.55305480957031,detailed-1000pre,89.19355010986328,0.5198183655738831
0.5095362067222595,6,88.5208969116211,detailed-1000pre,89.3548355102539,0.5188512206077576
0.5086915493011475,6,88.55305480957031,detailed-1000pre,89.3548355102539,0.5178651213645935
0.5078805685043335,6,88.5208969116211,detailed-1000pre,89.3548355102539,0.5168736577033997
0.5070595741271973,6,88.58521270751953,detailed-1000pre,89.3548355102539,0.5159301161766052
0.5062134861946106,6,88.58521270751953,detailed-1000pre,89.3548355102539,0.5149599313735962
0.505339503288269,6,88.61736297607422,detailed-1000pre,89.3548355102539,0.5139584541320801
0.5044451355934143,6,88.68167114257812,detailed-1000pre,89.3548355102539,0.5129227042198181
0.5035341382026672,6,88.64952087402344,detailed-1000pre,89.3548355102539,0.5118570923805237
0.5026409029960632,6,88.64952087402344,detailed-1000pre,89.3548355102539,0.5107746720314026
0.5017369389533997,6,88.71382904052734,detailed-1000pre,89.3548355102539,0.509711503982544
0.5008065700531006,6,88.71382904052734,detailed-1000pre,89.3548355102539,0.5086357593536377
0.49984967708587646,6,88.77813720703125,detailed-1000pre,89.3548355102539,0.5075269937515259
0.49886763095855713,6,88.81028747558594,detailed-1000pre,89.3548355102539,0.5063856244087219
0.4978662133216858,6,88.84244537353516,detailed-1000pre,89.3548355102539,0.5052118897438049
0.49684634804725647,6,88.81028747558594,detailed-1000pre,89.51612854003906,0.5040112137794495
0.4958018958568573,6,88.81028747558594,detailed-1000pre,89.67742156982422,0.5027876496315002
0.4947323501110077,6,88.84244537353516,detailed-1000pre,89.83870697021484,0.5015323758125305
0.4936400353908539,6,88.87459564208984,detailed-1000pre,89.83870697021484,0.5002451539039612
0.49252718687057495,6,88.90675354003906,detailed-1000pre,90.16129302978516,0.49892669916152954
0.49139413237571716,6,88.84244537353516,detailed-1000pre,90.16129302978516,0.4975781738758087
0.4902397692203522,6,88.81028747558594,detailed-1000pre,90.16129302978516,0.49620211124420166
0.48906436562538147,6,88.81028747558594,detailed-1000pre,90.16129302978516,0.4947965741157532
0.4878694415092468,6,88.84244537353516,detailed-1000pre,90.16129302978516,0.4933611750602722
0.4866583049297333,6,88.81028747558594,detailed-1000pre,90.16129302978516,0.49189719557762146
0.4854324162006378,6,88.74597930908203,detailed-1000pre,90.32257843017578,0.49040964245796204
0.48419079184532166,6,88.71382904052734,detailed-1000pre,90.32257843017578,0.4889007806777954
0.4829366207122803,6,88.77813720703125,detailed-1000pre,90.16129302978516,0.4873671531677246
0.4816725552082062,6,88.84244537353516,detailed-1000pre,90.16129302978516,0.48581019043922424
0.4803922474384308,6,88.87459564208984,detailed-1000pre,90.32257843017578,0.4842313230037689
0.47910717129707336,6,88.90675354003906,detailed-1000pre,90.32257843017578,0.4826222360134125
0.4777967929840088,6,88.97106170654297,detailed-1000pre,90.32257843017578,0.4810078740119934
0.476464182138443,6,88.93890380859375,detailed-1000pre,90.48387145996094,0.47935423254966736
0.4751198887825012,6,88.93890380859375,detailed-1000pre,90.6451644897461,0.47766152024269104
0.47377535700798035,6,89.03536987304688,detailed-1000pre,90.6451644897461,0.4759422838687897
0.4724550247192383,6,89.0675277709961,detailed-1000pre,90.48387145996094,0.47422054409980774
0.4711550772190094,6,89.1961441040039,detailed-1000pre,90.48387145996094,0.4725188612937927
0.46987706422805786,6,89.1318359375,detailed-1000pre,90.48387145996094,0.4708214998245239
0.46862074732780457,6,89.03536987304688,detailed-1000pre,90.48387145996094,0.469131201505661
0.4673829972743988,6,89.03536987304688,detailed-1000pre,90.48387145996094,0.46743467450141907
0.4661623537540436,6,89.09967803955078,detailed-1000pre,90.6451644897461,0.4657334089279175
0.46498003602027893,6,89.16398620605469,detailed-1000pre,90.6451644897461,0.46403899788856506
0.4638550281524658,6,89.16398620605469,detailed-1000pre,90.6451644897461,0.46237194538116455
0.46280044317245483,6,89.03536987304688,detailed-1000pre,90.80644989013672,0.4607459306716919
0.4618265926837921,6,89.0675277709961,detailed-1000pre,90.48387145996094,0.4591749310493469
0.4609434902667999,6,89.0675277709961,detailed-1000pre,90.48387145996094,0.457670122385025
0.46016278862953186,6,89.1318359375,detailed-1000pre,90.32257843017578,0.45624232292175293
0.4594951570034027,6,89.1961441040039,detailed-1000pre,90.16129302978516,0.4548989236354828
0.4589455723762512,6,89.2282943725586,detailed-1000pre,90.16129302978516,0.4536544382572174
0.45852383971214294,6,89.2926025390625,detailed-1000pre,90.32257843017578,0.4525162875652313
0.4582371711730957,6,89.26045227050781,detailed-1000pre,90.16129302978516,0.4514996111392975
0.4580860733985901,6,89.3569107055664,detailed-1000pre,90.32257843017578,0.4506107270717621
0.45806780457496643,6,89.26045227050781,detailed-1000pre,90.32257843017578,0.4498542547225952
0.45817574858665466,6,89.32476043701172,detailed-1000pre,90.32257843017578,0.4492340385913849
0.4584047198295593,6,89.3569107055664,detailed-1000pre,90.32257843017578,0.44875043630599976
0.4587414562702179,6,89.26045227050781,detailed-1000pre,90.48387145996094,0.44839996099472046
0.4591679275035858,6,89.38906860351562,detailed-1000pre,90.0,0.44817301630973816
0.45966213941574097,6,89.2282943725586,detailed-1000pre,90.16129302978516,0.44805607199668884
0.4601995050907135,6,89.1961441040039,detailed-1000pre,90.0,0.44803211092948914
0.46075132489204407,6,89.1318359375,detailed-1000pre,90.0,0.4480835497379303
0.46128636598587036,6,89.26045227050781,detailed-1000pre,89.67742156982422,0.4481889009475708
0.4617699384689331,6,89.1961441040039,detailed-1000pre,89.3548355102539,0.44832348823547363
0.46217891573905945,6,89.1318359375,detailed-1000pre,89.19355010986328,0.44846251606941223
0.4624980092048645,6,89.09967803955078,detailed-1000pre,89.19355010986328,0.44858601689338684
0.4627203941345215,6,89.09967803955078,detailed-1000pre,89.19355010986328,0.44867950677871704
0.4628468155860901,6,89.09967803955078,detailed-1000pre,89.19355010986328,0.44873470067977905
0.4628848135471344,6,89.0675277709961,detailed-1000pre,89.19355010986328,0.4487491250038147
0.46284446120262146,6,89.0675277709961,detailed-1000pre,89.19355010986328,0.4487250745296478
0.46274206042289734,6,89.0675277709961,detailed-1000pre,89.19355010986328,0.4486682415008545
