i_set,test_acc,dataset,train_acc,test_loss,train_loss
4,87.38461303710938,detailed-1000pre,90.58441925048828,0.47588109970092773,0.3959098756313324
4,87.53845977783203,detailed-1000pre,90.58441925048828,0.47488752007484436,0.39459726214408875
4,87.53845977783203,detailed-1000pre,90.58441925048828,0.4738117754459381,0.39323657751083374
4,87.53845977783203,detailed-1000pre,90.58441925048828,0.4727300703525543,0.3917936086654663
4,87.69230651855469,detailed-1000pre,90.55194854736328,0.4716174900531769,0.39029356837272644
4,87.69230651855469,detailed-1000pre,90.55194854736328,0.47087016701698303,0.38874146342277527
4,87.69230651855469,detailed-1000pre,90.58441925048828,0.4700510799884796,0.38719144463539124
4,87.84615325927734,detailed-1000pre,90.61688232421875,0.468965083360672,0.3856368064880371
4,88.0,detailed-1000pre,90.61688232421875,0.46823087334632874,0.38404351472854614
4,88.0,detailed-1000pre,90.61688232421875,0.46748343110084534,0.38242337107658386
4,88.0,detailed-1000pre,90.71428680419922,0.4662831425666809,0.38076749444007874
4,88.0,detailed-1000pre,90.77922058105469,0.4648709297180176,0.37903913855552673
4,88.30769348144531,detailed-1000pre,90.74674987792969,0.46411001682281494,0.37725329399108887
4,88.46154022216797,detailed-1000pre,90.74674987792969,0.46299272775650024,0.37540850043296814
4,88.46154022216797,detailed-1000pre,90.77922058105469,0.46136996150016785,0.37351176142692566
4,88.46154022216797,detailed-1000pre,90.77922058105469,0.46051841974258423,0.3715479373931885
4,88.61538696289062,detailed-1000pre,90.77922058105469,0.45961660146713257,0.3694949746131897
4,88.92308044433594,detailed-1000pre,90.77922058105469,0.45781221985816956,0.3673855662345886
